,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
785,Corey Maggette,SF,Duke,,39,,17.7,3.5,6.7,.525,2.8,4.5,.610,0.7,2.2,.345,2.8,4.0,.716,,,3.9,1.5,0.7,0.4,2.1,2.5,10.6,,10.13,77,3.9,0.8,0.3,0.3,8.4
786,William Avery,PG,Duke,,74,,31.0,4.1,8.7,.470,2.6,4.8,.554,1.5,4.0,.369,2.2,2.8,.784,,,2.8,3.8,1.2,0.0,2.6,1.2,11.9,,9.73,59,0.7,1.5,0.2,0.0,2.6
787,Metta World Peace,SF,St. John's (NY),,69,,34.2,4.9,10.9,.445,3.5,7.2,.492,1.3,3.8,.355,2.1,3.6,.589,,,6.3,3.2,1.9,1.2,2.8,1.2,13.1,,7.93,72,4.3,2.8,1.7,0.5,12.0
788,Cal Bowdler,SF,Old Dominion,,118,,20.6,3.1,6.8,.451,2.7,5.6,.492,0.3,1.2,.264,2.2,3.5,.625,,,6.6,0.7,0.4,1.9,1.5,1.1,8.6,,-0.76,46,1.8,0.3,0.3,0.2,2.7
789,James Posey,SF,Xavier,,95,,31.5,4.9,9.3,.527,4.1,7.0,.594,0.8,2.3,.329,4.7,5.9,.808,,,8.4,1.7,2.3,0.7,2.7,2.1,15.3,,4.64,81,3.9,1.8,1.2,0.4,8.2
790,Quincy Lewis,SG,Minnesota,,127,,21.1,4.8,10.4,.460,3.8,7.5,.505,1.0,2.9,.344,2.1,2.9,.723,,,4.0,1.5,1.4,0.7,1.6,1.8,12.7,,8.59,74,1.5,0.5,0.3,0.2,3.8
791,Dion Glover,SG,Georgia Tech,,33,,,6.7,15.2,.441,5.4,10.2,.525,1.4,5.0,.271,3.6,5.6,.640,,,5.0,2.6,2.1,0.2,,,18.4,,8.70,30,1.3,0.9,0.5,0.1,6.5
792,Jeff Foster,C,Texas State,,111,,21.3,3.6,7.1,.508,3.6,7.1,.505,0.0,0.0,1.000,2.5,3.9,.639,,,8.4,1.2,0.9,1.0,1.6,1.7,9.8,,-7.60,19,1.7,0.3,0.3,0.1,2.3
793,Kenny Thomas,PF,New Mexico,,123,,31.7,5.4,10.1,.537,4.9,8.6,.569,0.5,1.5,.353,4.3,5.9,.740,,,8.4,2.1,0.9,1.9,2.9,2.3,15.7,,3.23,72,6.1,1.6,0.8,0.3,8.3
794,Tim James,SF,Miami (FL),,115,,28.5,5.9,12.4,.476,5.7,11.8,.486,0.2,0.6,.278,2.9,4.5,.644,,,7.4,0.7,1.1,1.9,2.6,1.4,14.9,,7.22,4,1.0,0.5,0.0,0.8,2.8
795,Vonteego Cummings,PG,Pitt,,103,,32.3,5.4,12.7,.423,4.1,8.8,.463,1.3,3.9,.334,3.3,4.7,.699,,,4.0,4.4,2.3,0.3,3.2,2.0,15.3,,7.90,75,2.5,3.3,1.2,0.2,9.4
796,Jumaine Jones,SF,Georgia,,65,,34.4,5.9,13.2,.449,4.5,9.2,.492,1.4,4.0,.351,3.3,4.4,.751,,,9.0,1.0,1.0,0.6,2.5,1.1,16.6,,8.11,33,1.2,0.2,0.2,0.2,1.7
797,Scott Padgett,PF,Kentucky,,122,0,22.8,3.5,7.7,.449,2.2,4.3,.517,1.2,3.4,.364,2.1,2.7,.759,,,5.3,2.0,1.2,0.6,1.5,1.5,10.3,,9.66,47,1.9,0.5,0.3,0.2,2.6
798,John Celestand,PG,Villanova,,124,0,24.2,3.4,8.3,.410,2.2,4.7,.469,1.2,3.5,.330,2.0,2.7,.731,,,2.8,3.6,1.3,0.2,2.4,1.5,9.9,,9.47,16,0.7,1.3,0.4,0.0,2.3
799,Michael Ruffin,PF,Tulsa,,128,,28.0,3.1,5.9,.530,3.1,5.9,.535,0.0,0.1,.000,3.2,5.6,.570,,,9.5,1.2,1.2,2.1,2.2,2.1,9.4,,3.63,71,3.5,0.6,0.4,0.4,2.2
800,Chris Herren,PG,Fresno State,,86,,29.1,5.2,11.4,.457,3.3,6.1,.534,1.9,5.3,.367,2.8,4.4,.629,,,2.1,5.4,1.6,0.1,2.8,1.5,15.1,,,45,1.2,2.5,0.3,0.0,3.1
801,Evan Eschmeyer,C,Northwestern,,112,97,30.8,5.5,9.3,.595,5.5,9.3,.595,0.0,0.0,,5.0,7.7,.655,,,8.9,1.8,0.8,1.2,2.8,3.3,16.1,,7.16,31,3.5,0.7,0.3,0.7,2.9
802,Calvin Booth,C,Penn State,,114,,28.3,4.4,8.6,.507,4.4,8.6,.512,0.0,0.1,.091,2.5,3.6,.707,,,6.4,0.9,0.6,3.8,2.1,1.7,11.3,,7.63,11,2.9,0.6,0.3,1.3,3.8
803,Obinna Ekezie,PF,Maryland,,118,18,22.5,3.4,6.9,.488,3.4,6.9,.490,0.0,0.0,.000,3.0,4.6,.654,,,5.7,0.9,0.6,1.1,1.1,0.7,9.9,,10.11,39,2.4,0.2,0.2,0.1,3.2
804,Laron Profit,SG,Maryland,,125,0,25.6,4.7,9.8,.474,3.8,7.2,.529,0.8,2.6,.322,2.4,3.4,.684,,,4.6,2.3,2.0,0.6,2.5,1.5,12.5,,10.11,33,0.8,0.8,0.2,0.1,1.5
805,A.J. Bramlett,C,Arizona,,127,63,22.7,3.4,6.5,.525,3.4,6.5,.527,0.0,0.0,.000,1.8,3.3,.548,,,6.4,0.8,0.7,0.8,1.3,2.7,8.6,,9.02,8,2.8,0.0,0.1,0.0,1.0
806,Francisco Elson,C,California,,58,,19.8,2.3,4.8,.477,2.3,4.8,.477,0.0,0.0,,0.9,1.7,.510,,,5.0,0.5,0.8,1.2,1.1,1.4,5.5,,7.92,62,3.3,0.5,0.6,0.6,3.5
807,Lee Nailon,SF,TCU,,63,,31.9,9.4,17.7,.532,9.4,17.5,.536,0.1,0.3,.294,4.9,6.7,.728,,,9.1,2.2,1.5,1.0,3.2,1.8,23.9,,3.72,42,2.2,0.6,0.2,0.1,3.9
808,Ryan Robertson,SG,Kansas,,142,82,23.6,2.3,5.2,.445,1.3,2.7,.481,1.0,2.5,.407,1.8,2.2,.802,,,2.4,3.4,1.0,0.2,1.4,1.8,7.4,,7.71,1,0.0,0.0,0.0,0.0,5.0
809,Todd MacCulloch,C,Washington,,115,,22.8,6.1,9.2,.664,6.1,9.2,.664,0.0,0.0,,2.9,4.5,.660,,,8.5,0.4,0.6,1.2,1.4,2.1,15.2,,7.92,56,2.6,0.2,0.2,0.7,3.7
810,Lari Ketner,PF,UMass,,94,88,28.1,4.9,9.9,.499,4.9,9.9,.500,0.0,0.0,.000,2.3,3.9,.603,,,7.0,0.8,0.4,2.2,1.8,3.1,12.2,,7.46,22,1.5,0.0,0.2,0.1,1.5
811,Rodney Buford,SG,Creighton,,118,,30.1,6.6,14.7,.447,4.8,10.0,.479,1.8,4.7,.380,2.9,3.9,.753,,,6.1,1.8,1.7,0.5,2.0,1.4,17.9,,2.42,34,1.4,0.6,0.3,0.2,4.3
812,Tim Young,C,Stanford,,132,,25.5,4.2,8.4,.503,4.2,8.4,.503,0.0,0.0,,3.2,4.2,.768,,,8.1,1.4,0.4,1.3,1.9,2.0,11.7,,8.24,25,1.4,0.2,0.1,0.0,2.2
813,Michael Olowokandi,C,Pacific,,77,,15.7,5.8,9.7,.592,5.8,9.7,.592,0.0,0.0,,2.0,4.3,.466,,,7.5,0.5,0.2,2.1,1.4,1.2,13.5,,-1.18,45,7.9,0.6,0.6,1.2,8.9
814,Mike Bibby,PG,Arizona,,69,69,32.3,5.2,11.4,.456,3.1,6.1,.514,2.1,5.3,.390,2.9,3.9,.730,,,3.1,5.5,2.3,0.2,2.6,1.9,15.4,,9.68,50,2.7,6.5,1.6,0.1,13.2
815,Raef LaFrentz,C,Kansas,,131,131,27.5,6.3,11.3,.555,6.2,11.1,.560,0.1,0.3,.371,3.1,4.3,.712,,,9.1,0.7,0.7,1.1,2.0,2.5,15.8,,7.94,12,7.6,0.7,0.8,1.4,13.8
816,Antawn Jamison,SF,UNC,,104,29,33.6,7.6,13.1,.577,7.5,12.9,.583,0.1,0.3,.296,3.8,6.1,.617,,,9.9,0.9,0.9,0.8,1.8,1.6,19.0,,11.30,47,6.4,0.7,0.8,0.3,9.6
817,Vince Carter,SF,UNC,,103,19,23.0,4.7,8.5,.547,3.7,5.9,.625,1.0,2.6,.368,2.0,2.8,.705,,,4.5,1.9,1.1,0.8,1.3,1.3,12.3,,11.30,50,5.7,3.0,1.1,1.5,18.3
818,Robert Traylor,C,Michigan,,91,,24.4,5.5,9.6,.566,5.5,9.6,.566,0.0,0.0,.000,2.4,4.4,.545,,,8.2,1.5,1.1,1.1,2.7,2.0,13.3,,9.57,49,3.7,0.8,0.9,0.9,5.3
819,Jason Williams,PG,Florida,,20,,,5.6,12.7,.441,2.9,6.0,.483,2.7,6.7,.403,3.2,3.8,.840,,,3.0,6.7,2.7,0.2,,,17.1,,,50,3.1,6.0,1.9,0.0,12.8
820,Larry Hughes,PG,Saint Louis,,32,,,7.0,16.9,.415,5.7,12.3,.461,1.3,4.5,.290,5.6,8.1,.692,,,5.1,2.4,2.2,0.4,,,20.9,,5.51,50,3.8,1.5,0.9,0.3,9.1
821,Paul Pierce,SF,Kansas,,108,103,28.1,6.0,12.4,.481,5.0,9.6,.518,1.0,2.8,.355,3.4,4.9,.697,,,6.3,2.2,1.4,0.9,2.8,2.5,16.4,,7.24,48,6.4,2.4,1.7,1.0,16.5
822,Bonzi Wells,SF,Ball State,,116,86,31.0,7.9,16.4,.480,6.6,12.6,.526,1.2,3.8,.325,4.5,6.5,.681,,,7.3,3.3,3.0,0.8,3.6,2.1,21.4,,1.63,7,1.3,0.4,0.1,0.1,4.4
823,Michael Doleac,C,Utah,,133,,22.2,3.9,7.8,.491,3.7,7.5,.496,0.2,0.4,.404,3.5,4.5,.784,,,6.7,0.6,0.5,0.9,1.5,1.8,11.4,,5.42,49,3.0,0.4,0.4,0.3,6.2
824,Keon Clark,C,UNLV,,39,,28.1,5.8,10.4,.554,5.5,9.7,.567,0.3,0.7,.370,3.0,4.7,.638,,,8.2,1.3,0.6,3.5,2.6,2.4,14.8,,4.38,28,3.4,0.4,0.4,1.1,3.3
825,Michael Dickerson,SG,Arizona,,130,80,24.1,5.1,11.2,.458,4.0,8.0,.494,1.2,3.2,.367,2.3,3.2,.728,,,3.7,1.5,0.8,0.2,1.9,1.9,13.8,,9.54,50,1.7,1.9,0.5,0.2,10.9
826,Matt Harpring,SF,Georgia Tech,,124,60,36.0,6.1,13.1,.465,4.4,8.4,.523,1.7,4.7,.361,4.1,5.4,.753,,,8.0,2.3,1.4,0.2,2.7,1.8,17.9,,10.67,50,4.3,0.9,0.6,0.1,8.2
827,Bryce Drew,PG,Valparaiso,,121,,35.1,5.8,12.8,.449,2.7,5.9,.466,3.0,6.9,.435,3.2,3.8,.834,,,3.1,5.2,1.5,0.1,2.6,1.7,17.7,,-6.45,34,0.9,1.5,0.4,0.1,3.5
828,Pat Garrity,PF,Notre Dame,,111,,32.1,6.7,13.8,.488,5.8,11.3,.516,0.9,2.5,.358,4.4,5.9,.747,,,7.0,2.0,0.8,0.6,2.9,2.1,18.8,,6.82,39,1.9,0.5,0.2,0.1,5.6
829,Roshown McLeod,SF,Duke,,69,,24.2,4.9,10.0,.492,3.9,7.4,.526,1.0,2.6,.397,2.8,3.8,.740,,,5.4,1.1,1.0,0.9,1.7,1.5,13.6,,,34,1.5,0.4,0.1,0.0,4.8
830,Ricky Davis,SG,Iowa,,31,,,5.6,12.0,.466,4.7,9.0,.518,0.9,2.9,.308,2.9,4.2,.698,,,4.8,2.4,1.2,0.3,,,15.0,,6.04,46,1.8,1.3,0.7,0.2,4.5
831,Brian Skinner,PF,Baylor,,103,74,31.7,6.5,11.4,.575,6.5,11.4,.575,0.0,0.0,,3.5,6.2,.558,,,8.9,0.6,1.1,3.4,2.6,2.2,16.5,,2.18,21,2.5,0.0,0.5,0.6,4.1
832,Tyronn Lue,PG,Nebraska,,99,,32.6,5.7,12.7,.446,4.2,8.6,.489,1.5,4.1,.356,3.2,4.0,.788,,,3.4,4.4,1.6,0.1,3.3,1.6,15.9,,6.45,15,0.4,1.7,0.3,0.0,5.0
833,Felipe López,SG,St. John's (NY),,114,,34.5,5.9,14.2,.415,4.6,9.8,.468,1.3,4.4,.296,3.9,5.9,.657,,,5.8,2.4,1.2,0.6,3.3,1.9,16.9,,7.86,47,3.5,1.3,1.0,0.3,9.3
834,Sam Jacobson,PG,Minnesota,,130,,23.4,4.9,11.2,.437,3.6,7.6,.471,1.3,3.6,.365,2.0,2.8,.718,,,4.8,1.7,1.0,0.2,2.1,2.1,13.1,,7.67,2,1.5,0.0,0.0,0.0,4.0
835,Corey Benjamin,PG,Oregon State,,48,,26.1,6.4,13.0,.491,5.0,8.6,.586,1.3,4.4,.305,3.4,4.9,.688,,,4.5,1.8,1.5,0.6,3.4,1.7,17.5,,8.65,31,1.3,0.3,0.4,0.3,3.8
836,Nazr Mohammed,C,Kentucky,,94,,12.8,3.6,6.4,.553,3.6,6.4,.555,0.0,0.0,.000,1.5,2.6,.581,,,5.7,0.5,0.8,1.4,1.4,1.3,8.7,,9.70,26,1.4,0.1,0.2,0.2,1.6
837,Ansu Sesay,SF,Ole Miss,,110,,27.6,4.4,10.4,.428,3.9,8.3,.468,0.6,2.1,.268,3.6,4.9,.724,,,6.4,2.1,0.9,0.9,2.4,2.0,13.0,,5.83,9,2.2,0.9,0.3,0.2,6.4
838,Ruben Patterson,SF,Cincinnati,,50,,23.3,5.5,10.6,.515,4.9,8.5,.575,0.6,2.1,.274,3.3,5.4,.603,,,5.9,1.7,1.1,0.4,2.2,1.2,14.8,,5.21,24,1.3,0.1,0.2,0.1,2.7
839,Jelani McCoy,C,UCLA,,78,,28.0,4.4,6.4,.694,4.4,6.4,.694,0.0,0.0,,1.5,3.3,.462,,,7.1,1.1,0.6,2.4,2.3,2.1,10.4,,9.55,26,3.0,0.2,0.4,0.8,5.1
840,Shammond Williams,PG,UNC,,134,3,20.2,3.4,7.6,.455,1.7,3.2,.523,1.7,4.3,.403,2.2,2.6,.849,,,2.5,3.0,0.7,0.0,1.8,0.9,10.8,,11.73,2,0.0,0.5,0.0,0.0,1.5
841,Jerome James,C,Florida A&M,,81,,25.8,6.3,12.8,.495,6.3,12.8,.496,0.0,0.0,.000,3.3,6.2,.527,,,9.2,0.7,0.5,4.5,3.3,2.6,16.0,,-10.49,16,1.1,0.1,0.1,0.4,1.5
842,Casey Shaw,C,Toledo,,113,,31.7,5.3,9.7,.546,5.3,9.7,.547,0.0,0.0,.000,3.3,5.5,.594,,,7.7,1.2,0.5,1.0,2.3,2.2,13.8,,0.58,9,0.3,0.0,0.0,0.0,0.2
843,DeMarco Johnson,PF,Charlotte,,119,,28.4,6.2,12.6,.492,5.9,11.6,.507,0.3,0.9,.304,4.2,5.6,.748,,,7.8,1.2,1.1,0.5,1.8,1.9,16.8,,5.56,5,1.4,0.0,0.2,0.0,1.2
844,Rafer Alston,PG,Fresno State,,33,,,3.8,9.4,.401,1.8,3.4,.513,2.0,5.9,.337,1.5,2.0,.758,,,2.2,7.3,2.1,0.4,,,11.0,,5.48,27,0.9,2.6,0.4,0.0,2.2
845,Cuttino Mobley,PG,Rhode Island,,93,,27.6,5.0,11.5,.438,3.4,7.0,.490,1.6,4.4,.354,2.8,3.4,.821,,,4.2,2.0,1.5,0.4,1.9,1.9,14.3,,5.73,49,2.3,2.5,0.9,0.5,9.9
846,Miles Simon,SG,Arizona,,114,90,30.6,4.8,10.3,.463,3.2,6.2,.523,1.5,4.1,.374,3.5,4.6,.767,,,3.8,3.6,1.1,0.1,2.9,1.9,14.6,,9.54,5,0.4,0.0,0.2,0.0,0.4
847,Jahidi White,PF,Georgetown,,105,0,13.1,2.2,4.1,.539,2.2,4.1,.539,0.0,0.0,,1.2,2.6,.462,,,4.6,0.2,0.5,1.4,1.5,2.0,5.6,,7.02,20,2.9,0.1,0.2,0.6,2.5
848,Sean Marks,PF,California,,86,,13.0,2.5,5.1,.487,2.4,4.8,.493,0.1,0.3,.400,1.4,2.1,.669,,,4.4,0.5,0.6,0.8,1.1,1.2,6.5,,8.35,8,0.1,0.0,0.1,0.0,1.4
849,Toby Bailey,SG,UCLA,,129,,31.6,5.3,11.5,.459,3.9,7.6,.519,1.3,3.9,.341,2.5,3.7,.667,,,5.2,3.6,1.1,0.4,3.1,1.6,14.3,,9.68,27,2.0,0.5,0.3,0.1,2.9
850,Andrae Patterson,PF,Indiana,,121,,24.4,4.3,8.9,.479,3.9,7.7,.504,0.4,1.2,.313,2.4,3.1,.755,,,5.7,1.3,0.9,1.0,2.2,2.3,11.3,,10.01,35,1.9,0.4,0.5,0.2,3.3
851,Tyson Wheeler,PG,Rhode Island,,125,,33.4,5.1,12.4,.412,2.7,5.8,.457,2.4,6.5,.371,2.8,3.9,.705,,,2.8,5.7,1.6,0.0,3.5,1.4,15.3,,5.73,1,0.0,2.0,0.0,0.0,4.0
852,Ryan Stack,PF,South Carolina,,120,,18.2,2.3,4.8,.473,1.8,3.4,.517,0.5,1.4,.362,1.5,2.2,.690,,,4.2,0.8,0.5,1.0,1.5,1.3,6.5,,7.62,18,1.9,0.3,0.1,0.6,2.6
853,Cory Carr,SG,Texas Tech,,115,3,23.9,5.5,12.8,.428,3.2,6.6,.486,2.3,6.2,.366,3.3,4.2,.797,,,3.6,1.9,0.7,0.2,1.9,1.3,16.6,,4.04,42,1.2,1.6,0.5,0.2,4.1
854,Derrick Dial,SG,Eastern Michigan,,122,,29.9,5.7,11.8,.480,3.9,7.2,.546,1.8,4.7,.377,2.4,3.1,.774,,,5.7,2.0,1.0,0.5,1.2,1.5,15.5,,2.50,8,3.3,0.6,0.1,0.1,5.0
855,Greg Buckner,SG,Clemson,,122,122,32.6,5.6,11.0,.504,5.2,9.5,.540,0.4,1.5,.276,2.8,4.3,.665,,,4.9,2.1,1.5,0.3,1.5,1.8,14.4,,9.48,48,3.6,1.1,0.8,0.4,5.7
856,Tremaine Fowlkes,SF,Fresno State,,32,,,5.0,10.3,.491,4.8,9.1,.533,0.2,1.2,.162,3.7,5.8,.636,,,11.2,1.0,1.6,0.3,,,13.9,,,22,2.9,0.8,0.5,0.0,3.4
857,Ryan Bowen,SF,Iowa,,120,,22.8,3.3,5.8,.575,3.2,5.4,.590,0.2,0.4,.375,2.4,3.4,.685,,,6.7,1.0,1.7,1.0,1.4,1.5,9.1,,7.18,52,2.2,0.4,0.8,0.3,2.5
858,J.R. Henderson,SF,UCLA,,127,,28.1,5.3,9.7,.549,5.2,9.4,.554,0.1,0.3,.353,3.4,5.4,.638,,,6.4,1.6,1.1,0.5,2.3,1.9,14.2,,9.68,30,1.6,0.7,0.3,0.1,3.2
859,Torraye Braggs,PF,Xavier,,59,,30.9,4.7,8.6,.550,4.7,8.6,.551,0.0,0.0,.000,3.9,5.4,.727,,,7.8,2.5,1.4,0.4,3.3,1.6,13.4,,5.02,15,2.6,0.5,0.3,0.1,2.7
860,Maceo Baston,PF,Michigan,,126,,22.4,3.7,6.0,.627,3.7,5.9,.629,0.0,0.0,.000,3.2,4.9,.648,,,6.6,0.6,0.7,1.1,2.0,2.3,10.6,,9.40,16,1.4,0.0,0.3,0.7,2.5
861,Tim Duncan,PF,Wake Forest,,128,96,35.1,6.2,10.7,.577,6.0,10.3,.588,0.1,0.4,.321,4.1,5.9,.689,,,12.3,2.3,0.5,3.8,2.6,2.4,16.5,,9.98,82,11.9,2.7,0.7,2.5,21.1
862,Keith Van Horn,PF,Utah,,122,,30.6,7.3,14.0,.522,5.6,9.8,.575,1.7,4.2,.401,4.5,5.3,.851,,,8.8,1.2,0.7,1.0,2.3,2.1,20.8,,4.82,62,6.6,1.7,1.0,0.4,19.7
863,Chauncey Billups,PG,Colorado,,55,,33.9,5.4,13.1,.413,3.2,7.4,.437,2.2,5.7,.382,5.6,6.5,.857,,,5.6,5.1,1.9,0.1,3.7,2.3,18.5,,6.42,80,2.4,3.9,1.3,0.1,11.2
864,Antonio Daniels,SG,Bowling Green State,,111,,33.3,5.9,11.4,.515,5.1,9.5,.540,0.8,1.9,.396,3.6,4.8,.758,,,2.9,5.2,1.5,0.3,2.8,1.5,16.1,,1.36,74,1.9,4.5,0.7,0.1,7.8
865,Tony Battie,PF,Texas Tech,,87,29,24.7,4.2,7.7,.545,4.1,7.3,.560,0.1,0.4,.278,2.1,3.3,.649,,,8.3,0.8,0.6,1.9,1.6,2.6,10.7,,3.60,65,5.4,0.9,0.8,1.1,8.4
866,Ron Mercer,SG,Kentucky,,76,,26.0,5.3,11.0,.483,4.4,8.3,.529,0.9,2.8,.344,1.8,2.2,.782,,,4.1,1.9,1.3,0.2,1.4,1.9,13.3,,9.63,80,3.5,2.2,1.6,0.2,15.3
867,Tim Thomas,SF,Villanova,,32,,31.4,5.8,13.0,.450,4.4,8.6,.507,1.5,4.4,.336,3.8,4.8,.796,,,6.0,2.1,1.8,1.0,2.8,2.8,16.9,,9.45,77,3.7,1.2,0.7,0.2,11.0
868,Adonal Foyle,C,Colgate,,87,,36.5,8.2,15.0,.547,8.2,14.8,.551,0.0,0.1,.100,4.0,8.2,.491,,,12.7,1.5,0.7,5.7,3.8,2.4,20.4,,-5.01,55,3.3,0.3,0.2,0.9,3.0
869,Danny Fortson,PF,Cincinnati,,100,33,26.9,6.6,11.6,.565,6.6,11.6,.566,0.0,0.0,.000,5.7,7.7,.743,,,8.7,1.2,0.9,0.4,2.6,3.5,18.8,,7.35,80,5.6,1.0,0.6,0.4,10.2
870,Tariq Abdul-Wahad,SG,San Jose State,,51,,30.7,7.3,15.5,.473,6.5,12.8,.504,0.9,2.7,.324,5.1,6.9,.734,,,7.6,1.8,1.3,0.8,3.0,3.0,20.6,,,59,2.0,0.9,0.6,0.2,6.4
871,Austin Croshere,PF,Providence,,121,,23.6,4.1,9.3,.440,2.9,5.7,.502,1.2,3.6,.340,3.2,3.8,.843,,,5.3,1.0,0.9,0.6,1.9,2.0,12.6,,8.81,26,1.7,0.3,0.3,0.2,2.9
872,Derek Anderson,SF,Kentucky,,55,,21.5,4.1,8.3,.500,3.0,5.5,.551,1.1,2.8,.399,2.9,3.6,.797,,,3.6,2.8,1.8,0.2,1.5,2.2,12.3,,,66,2.8,3.4,1.3,0.2,11.7
873,Maurice Taylor,PF,Michigan,,98,,28.5,5.4,10.8,.497,5.3,10.7,.500,0.1,0.2,.313,2.1,3.2,.642,,,6.1,1.2,0.6,0.9,2.0,2.9,12.9,,9.33,71,4.2,0.7,0.5,0.6,11.5
874,Kelvin Cato,C,Iowa State,,55,58,27.2,4.0,9.1,.443,4.0,9.1,.444,0.0,0.0,.000,2.4,4.1,.589,,,8.1,0.6,0.9,3.4,1.7,3.1,10.5,,,74,3.4,0.3,0.4,1.3,3.8
875,Brevin Knight,PG,Stanford,,115,,32.2,4.5,10.8,.416,3.7,8.4,.439,0.8,2.4,.336,5.1,6.4,.798,,,3.8,6.8,2.6,0.1,3.5,2.8,14.9,,7.59,80,3.2,8.2,2.5,0.2,9.0
876,Johnny Taylor,SF,Chattanooga,,62,,30.1,6.4,12.8,.497,5.3,9.6,.550,1.1,3.2,.337,3.4,5.0,.692,,,7.2,2.0,1.0,0.8,2.4,3.0,17.3,,-5.61,12,1.1,0.1,0.3,0.2,3.2
877,Scot Pollard,C,Kansas,,128,62,21.5,3.3,6.0,.549,3.3,6.0,.549,0.0,0.0,1.000,2.8,4.2,.669,,,6.6,0.5,0.8,1.7,1.5,2.6,9.4,,8.45,33,2.2,0.3,0.2,0.3,2.7
878,Paul Grant,C,Wisconsin,,28,,27.3,4.6,9.3,.494,4.6,9.3,.496,0.0,0.0,.000,3.3,4.6,.713,,,5.2,0.8,0.5,1.2,2.2,2.9,12.5,,,6,0.2,0.0,0.2,0.0,0.7
879,Anthony Parker,SG,Bradley,,112,107,32.2,4.7,10.5,.447,2.9,5.9,.500,1.7,4.6,.379,3.9,5.2,.750,,,5.7,3.2,1.4,0.7,2.5,2.0,15.0,,2.23,37,0.7,0.5,0.3,0.1,1.9
880,Ed Gray,SG,California,,54,,28.3,6.9,15.3,.448,5.4,10.7,.503,1.4,4.5,.318,4.9,6.2,.790,,,3.3,1.9,1.6,0.2,2.7,2.6,20.0,,,30,1.5,1.1,0.5,0.4,7.6
881,Bobby Jackson,PG,Minnesota,,60,,29.7,5.1,11.9,.427,4.1,8.7,.471,1.0,3.2,.307,3.3,4.1,.786,,,5.5,3.5,1.8,0.3,2.3,2.8,14.4,,8.06,68,4.4,4.7,1.5,0.2,11.6
882,Rodrick Rhodes,SF,USC,,25,,28.6,4.6,10.2,.447,3.4,7.0,.483,1.2,3.2,.370,3.7,6.2,.597,,,4.9,4.2,1.6,0.3,3.8,2.6,14.0,,,58,1.2,1.9,1.1,0.2,5.8
883,John Thomas,PF,Minnesota,,124,,20.7,2.8,5.7,.496,2.8,5.7,.497,0.0,0.0,.000,1.5,2.8,.536,,,5.1,0.7,0.6,0.8,1.5,2.4,7.1,,8.13,54,2.0,0.3,0.4,0.2,2.8
884,Charles Smith,SG,New Mexico,,126,,30.0,5.8,13.0,.449,4.2,8.2,.512,1.6,4.8,.342,2.5,3.4,.731,,,4.6,2.8,1.4,0.8,2.3,1.8,15.8,,3.32,34,0.8,0.6,0.4,0.2,3.5
885,Jacque Vaughn,PG,Kansas,,126,125,30.2,3.0,6.6,.459,2.2,4.5,.496,0.8,2.2,.383,2.7,3.7,.708,,,3.0,6.4,1.3,0.1,2.8,2.2,9.6,,8.45,45,0.8,1.9,0.2,0.0,3.1
886,Keith Booth,SF,Maryland,,126,94,30.7,4.7,10.2,.456,4.5,9.4,.478,0.2,0.8,.210,4.6,6.5,.699,,,7.3,2.3,1.5,0.6,3.2,3.2,14.1,,9.23,6,0.7,0.2,0.0,0.0,1.7
887,Charles O'Bannon,SG,UCLA,,124,,31.5,5.5,10.3,.538,4.9,8.5,.578,0.6,1.7,.343,2.8,3.7,.751,,,6.4,2.5,1.1,1.0,2.3,2.4,14.4,,8.60,30,1.1,0.6,0.3,0.0,2.1
888,James Cotton,SG,Long Beach State,,80,,33.4,5.6,12.7,.442,3.7,7.4,.494,2.0,5.3,.369,5.0,6.2,.800,,,4.4,2.2,1.2,0.3,2.3,2.7,18.2,,0.66,9,0.7,0.0,0.1,0.1,2.7
889,Bubba Wells,SG,Austin Peay,,105,99,31.8,8.3,15.9,.522,7.4,13.7,.541,0.9,2.2,.405,4.1,5.5,.747,,,6.9,2.0,1.3,0.9,2.4,2.4,21.6,,-5.12,39,1.7,0.9,0.4,0.1,3.3
890,Kebu Stewart,PF,UNLV,,43,,34.3,6.0,12.1,.490,5.9,12.0,.493,0.0,0.1,.200,6.0,9.4,.638,,,10.8,0.8,1.0,0.8,3.2,3.1,18.0,,1.52,15,2.1,0.1,0.3,0.1,2.7
891,James Collins,SG,Florida State,,112,70,32.8,5.8,12.8,.450,3.5,6.7,.522,2.3,6.1,.372,2.2,3.3,.679,,,4.5,2.5,1.7,0.3,2.4,2.6,16.0,,9.54,23,0.6,0.1,0.3,0.1,2.6
892,Marc Jackson,C,Temple,,63,,36.8,5.7,11.9,.477,5.6,11.7,.478,0.1,0.2,.400,4.5,6.2,.717,,,9.0,1.0,0.7,0.5,2.3,2.0,15.9,,,48,7.5,1.2,0.7,0.6,13.2
893,Jerald Honeycutt,PF,Tulane,,125,,33.6,6.3,15.0,.421,4.8,10.0,.477,1.5,5.0,.308,3.5,5.2,.672,,,7.0,3.4,1.9,1.3,3.8,2.4,17.7,,3.58,38,2.4,0.9,0.5,0.2,6.4
