,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
680,John Salmons,PG,Miami (FL),,124,61,30.8,3.6,7.7,.466,2.9,5.5,.523,0.7,2.2,.321,2.5,3.1,.805,2.0,4.0,5.5,3.5,1.5,0.7,2.6,2.5,10.4,,6.25,64,0.9,0.7,0.3,0.1,2.1
681,Chris Jefferies,SF,Fresno State,,54,54,32.2,5.3,12.2,.432,3.4,6.9,.497,1.8,5.2,.346,3.9,5.9,.664,1.2,4.2,5.4,2.3,1.4,1.0,2.6,2.5,16.2,,,51,1.2,0.4,0.4,0.3,3.9
682,Dan Dickau,PG,Gonzaga,,56,56,34.3,5.9,12.8,.458,2.5,5.6,.449,3.4,7.2,.465,5.0,5.8,.865,0.5,2.6,3.1,5.3,0.8,0.1,3.2,2.0,20.1,,,50,0.9,1.7,0.3,0.0,3.7
683,Roger Mason,SF,Virginia,,89,57,29.6,4.4,10.0,.436,2.8,5.9,.479,1.5,4.1,.375,3.6,4.1,.869,0.8,2.7,3.0,2.6,1.0,0.4,2.2,2.3,13.8,,7.61,17,0.7,0.7,0.2,0.0,1.8
684,Robert Archibald,PF,Illinois,,130,33,16.2,2.0,3.5,.570,2.0,3.5,.571,0.0,0.0,.000,2.2,3.2,.681,2.0,3.1,4.1,0.8,0.5,0.6,1.6,3.0,6.2,,10.69,12,1.4,0.3,0.0,0.3,1.6
685,Vincent Yarbrough,SG,Tennessee,,127,125,30.4,4.8,11.0,.440,3.4,6.8,.500,1.4,4.1,.340,2.6,3.8,.687,2.2,5.3,6.8,2.3,1.7,1.0,2.2,1.9,13.7,,8.94,59,2.7,2.2,1.0,0.6,6.9
686,Dan Gadzuric,C,UCLA,,122,62,24.1,4.5,8.2,.548,4.5,8.2,.549,0.0,0.0,.000,1.6,3.5,.449,2.9,5.2,6.6,0.6,0.7,1.5,1.8,2.8,10.5,,10.45,49,4.0,0.2,0.4,1.1,3.4
687,Carlos Boozer,PF,Duke,,101,63,25.9,5.5,8.7,.631,5.5,8.7,.632,0.0,0.0,.000,3.9,5.3,.741,2.7,5.0,7.2,1.1,1.0,0.7,1.6,2.9,14.9,,10.00,81,7.5,1.3,0.7,0.6,10.0
688,Tito Maddox,SG,Fresno State,,25,24,32.3,4.4,11.2,.391,3.6,8.4,.427,0.8,2.8,.286,3.9,5.5,.703,1.2,4.5,5.8,8.0,1.6,0.2,5.2,2.7,13.5,,5.14,9,0.8,0.6,0.3,0.1,1.2
689,Lonny Baxter,C,Maryland,,138,70,24.4,5.2,9.3,.553,5.1,9.3,.553,0.0,0.0,.600,3.1,5.2,.600,2.5,5.5,7.2,0.7,0.9,1.6,1.6,3.0,13.5,,9.73,55,3.0,0.3,0.2,0.4,4.8
690,Matt Barnes,SF,UCLA,,121,57,22.6,3.3,7.1,.469,2.8,5.5,.514,0.5,1.6,.314,1.7,2.9,.566,2.1,4.7,4.8,2.0,1.0,0.4,2.0,2.2,8.8,,10.45,38,4.0,1.3,0.7,0.1,4.5
691,Jamal Sampson,PF,California,,32,31,24.9,2.4,5.7,.426,2.4,5.7,.426,0.0,0.0,,1.6,3.0,.526,2.5,4.1,6.5,1.2,0.5,1.7,1.7,2.7,6.4,,7.45,5,0.4,0.2,0.2,0.0,0.0
692,Chris Owens,SF,Texas,,78,45,26.8,4.5,9.7,.467,4.4,9.1,.483,0.1,0.6,.217,3.3,5.4,.618,2.9,4.9,6.9,0.7,1.0,2.0,1.7,2.9,12.5,,,1,1.0,0.0,0.0,0.0,4.0
693,Darius Songaila,PF,Wake Forest,,130,63,26.2,4.9,9.6,.511,4.8,9.3,.516,0.1,0.3,.343,4.4,5.3,.831,2.1,5.1,6.3,1.8,1.1,0.7,2.8,3.3,14.3,,9.46,73,3.1,0.7,0.6,0.2,4.6
694,Rasual Butler,SG,La Salle,,110,60,38.3,6.8,16.7,.409,4.3,9.6,.447,2.6,7.1,.359,3.1,3.7,.829,2.1,4.8,5.9,1.6,1.0,1.1,2.7,1.8,19.3,,3.11,72,2.6,1.3,0.3,0.6,7.5
695,Tamar Slay,SG,Marshall,,114,57,28.8,5.5,12.4,.443,3.3,6.7,.491,2.2,5.7,.386,2.5,3.4,.749,1.2,4.2,4.4,2.2,1.2,0.5,2.4,2.3,15.7,,0.61,36,0.9,0.4,0.4,0.1,2.6
696,Randy Holcomb,SF,San Diego State,,61,60,31.6,6.3,13.3,.471,5.8,11.6,.496,0.5,1.7,.295,3.4,5.1,.657,2.3,5.6,7.9,1.6,0.8,0.8,3.4,2.6,16.4,,,4,0.3,0.0,0.0,0.0,0.5
697,Corsley Edwards,C,Central Connecticut,,123,55,27.6,5.3,10.4,.509,5.3,10.4,.510,0.0,0.0,.000,3.5,5.0,.688,3.8,4.5,7.9,0.8,0.9,1.6,2.0,1.6,14.1,,-9.85,10,2.5,0.3,0.3,0.4,2.7
698,Jason Richardson,SG,Michigan State,,70,32,21.7,3.7,7.4,.503,2.9,5.3,.551,0.8,2.1,.383,1.4,2.1,.649,1.8,4.1,5.0,1.4,0.8,0.5,1.1,1.9,9.6,,9.73,80,4.3,3.0,1.3,0.4,14.4
699,Shane Battier,SF,Duke,,146,39,31.4,4.5,8.9,.500,2.8,4.9,.570,1.7,4.1,.416,3.0,3.8,.777,2.4,4.9,6.1,1.6,1.8,1.7,1.2,1.6,13.6,,10.08,78,5.4,2.8,1.6,1.0,14.4
700,Eddie Griffin,PF,Seton Hall,,30,30,32.6,6.9,16.0,.429,5.5,11.7,.469,1.4,4.3,.320,2.7,3.6,.734,3.1,7.6,10.8,1.6,0.9,4.4,2.2,2.4,17.8,,6.03,73,5.7,0.7,0.2,1.8,8.8
701,Rodney White,SF,Charlotte,,28,26,30.9,6.7,13.8,.487,5.5,10.4,.533,1.2,3.4,.347,4.1,5.7,.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,,7.91,16,1.1,0.8,0.6,0.1,3.5
702,Joe Johnson,SG,Arkansas,,53,41,30.3,5.7,12.2,.466,4.5,9.3,.485,1.2,2.9,.406,2.4,3.2,.753,2.2,4.2,6.1,2.4,1.7,0.5,2.5,1.7,15.0,,6.96,77,3.3,2.3,0.8,0.3,7.5
703,Richard Jefferson,SF,Arizona,,84,34,26.3,4.0,8.1,.490,3.3,6.2,.528,0.7,1.9,.368,2.5,3.5,.718,1.7,3.8,5.0,2.8,0.6,0.8,2.7,2.6,11.2,,10.19,79,3.7,1.8,0.8,0.6,9.4
704,Troy Murphy,PF,Notre Dame,,94,29,35.1,7.2,14.6,.496,6.6,12.5,.522,0.7,2.0,.335,6.2,8.0,.777,3.1,6.1,9.8,1.7,1.2,1.3,3.0,2.9,21.4,,6.35,82,3.9,0.9,0.4,0.3,5.9
705,Steven Hunter,C,DePaul,,63,27,24.6,4.0,6.8,.586,4.0,6.8,.589,0.0,0.0,.000,1.9,3.2,.600,2.2,3.4,4.7,0.4,0.2,2.0,1.6,2.2,9.9,,7.92,53,1.8,0.1,0.1,0.8,3.6
706,Kirk Haston,PF,Indiana,,96,28,26.8,5.7,12.0,.473,5.4,11.2,.480,0.3,0.7,.366,3.0,4.2,.717,2.4,6.3,7.8,1.2,0.8,1.1,2.0,2.7,14.6,,10.88,15,1.3,0.3,0.0,0.1,1.7
707,Michael Bradley,PF,Villanova,,31,31,34.0,8.2,11.8,.692,7.8,10.7,.727,0.4,1.1,.353,4.0,6.8,.590,3.5,6.3,9.8,2.6,0.9,1.8,2.8,2.9,20.8,,,26,0.9,0.1,0.0,0.2,1.2
708,Jason Collins,C,Stanford,,73,34,22.1,3.6,5.9,.612,3.4,5.5,.623,0.2,0.4,.444,3.4,4.8,.716,2.7,5.1,6.6,0.8,0.5,1.2,1.5,2.2,10.8,,8.87,77,3.9,1.1,0.4,0.6,4.5
709,Zach Randolph,PF,Michigan State,,33,8,19.8,4.2,7.1,.587,4.2,7.1,.590,0.0,0.0,.000,2.4,3.8,.635,3.1,3.6,6.7,1.0,0.7,0.7,1.6,1.8,10.8,,9.54,41,1.7,0.3,0.2,0.1,2.8
710,Brendan Haywood,C,UNC,,141,33,29.2,3.8,6.0,.637,3.8,6.0,.637,0.0,0.0,,2.3,4.0,.591,3.2,4.2,6.0,0.8,0.3,2.2,1.9,2.1,10.0,,11.05,62,5.2,0.5,0.3,1.5,5.1
711,Joseph Forte,SG,UNC,,69,32,33.9,6.9,15.3,.454,5.3,10.9,.489,1.6,4.4,.368,3.2,4.0,.810,1.2,4.8,5.8,3.0,1.8,0.4,2.4,2.0,18.7,,11.79,8,0.8,0.8,0.3,0.0,0.8
712,Jeryl Sasser,SG,SMU,,117,28,35.0,5.8,14.6,.394,4.6,10.6,.438,1.1,4.1,.280,4.4,6.2,.710,3.5,4.9,8.3,3.2,1.7,0.6,2.7,1.3,17.0,,2.13,7,1.0,0.3,0.4,0.0,1.4
713,Brandon Armstrong,SG,Pepperdine,,65,30,30.4,6.6,15.1,.439,4.4,9.5,.467,2.2,5.6,.391,2.7,3.2,.824,1.2,2.1,3.2,1.5,1.7,0.2,1.9,2.6,18.1,,2.56,35,0.5,0.2,0.2,0.0,1.8
714,Gerald Wallace,SF,Alabama,,36,2,22.9,3.5,8.0,.438,3.2,6.3,.511,0.3,1.8,.175,2.4,4.3,.568,2.3,3.7,6.0,1.5,1.2,1.0,2.4,2.4,9.8,,6.27,54,1.6,0.5,0.4,0.1,3.2
715,Samuel Dalembert,C,Seton Hall,,59,27,21.4,3.0,5.5,.537,3.0,5.5,.537,0.0,0.0,,1.2,2.2,.539,1.7,4.0,5.8,0.3,0.4,2.8,2.0,3.2,7.1,,5.57,34,2.0,0.1,0.2,0.4,1.5
716,Jamaal Tinsley,PG,Iowa State,,68,68,32.5,4.2,10.8,.388,3.4,8.4,.405,0.8,2.3,.327,3.4,4.9,.685,0.6,3.2,4.5,6.3,2.6,0.8,4.0,2.9,12.5,,6.00,80,3.7,8.1,1.7,0.5,9.4
717,Trenton Hassell,SG,Austin Peay,,84,32,36.2,6.9,14.6,.471,5.4,10.4,.523,1.5,4.2,.345,4.1,5.3,.779,2.6,5.2,8.2,4.5,1.1,0.7,3.4,1.5,19.4,,-3.83,78,3.3,2.2,0.7,0.6,8.7
718,Gilbert Arenas,PG,Arizona,,70,33,30.5,5.6,12.1,.466,4.1,7.9,.523,1.5,4.2,.361,3.0,4.0,.738,0.8,2.8,3.8,2.2,1.9,0.2,2.7,2.4,15.8,,11.13,47,2.8,3.7,1.5,0.2,10.9
719,Omar Cook,PG,St. John's (NY),,29,29,38.2,4.9,13.5,.360,2.5,5.9,.424,2.3,7.6,.309,3.3,4.4,.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,,8.27,17,0.4,1.4,0.6,0.0,0.8
720,Will Solomon,SG,Clemson,,94,28,29.1,5.0,12.7,.392,2.7,6.5,.418,2.3,6.2,.366,3.0,4.1,.717,0.6,2.3,2.8,2.6,1.2,0.4,3.4,2.5,15.2,,7.43,62,1.1,1.5,0.6,0.1,5.2
721,Terence Morris,SF,Maryland,,136,36,29.8,4.7,9.6,.495,4.0,7.4,.542,0.7,2.2,.338,2.5,3.2,.780,2.5,5.2,6.8,1.7,1.2,1.9,2.2,1.9,12.7,,10.41,68,3.1,0.9,0.3,0.4,3.8
722,Brian Scalabrine,PF,USC,,92,33,33.0,5.7,11.2,.513,5.2,9.7,.538,0.5,1.5,.343,3.7,4.8,.770,2.1,3.9,6.1,2.7,1.0,0.9,3.4,2.7,15.7,,9.08,28,1.8,0.8,0.3,0.1,2.1
723,Jeff Trepagnier,SG,USC,,106,17,31.3,4.1,8.6,.471,3.5,6.7,.521,0.6,1.9,.298,1.9,2.9,.659,2.0,3.1,5.2,1.4,1.9,1.0,2.0,2.1,10.6,,8.68,12,1.0,1.0,0.7,0.3,1.5
724,Damone Brown,SF,Syracuse,,113,34,29.2,4.3,8.7,.497,4.2,7.9,.525,0.2,0.8,.225,2.0,2.7,.742,3.2,5.6,6.0,1.1,1.0,0.8,1.6,2.4,10.9,,6.91,17,0.2,0.1,0.1,0.1,1.4
725,Earl Watson,PG,UCLA,,129,32,34.5,4.0,8.9,.450,3.0,5.9,.507,1.0,3.0,.341,2.2,3.3,.654,1.3,2.3,3.8,4.7,1.8,0.4,3.5,2.2,11.2,,10.51,64,1.3,2.0,0.9,0.1,3.6
726,Jamison Brewer,SG,Auburn,,58,33,23.2,2.1,4.5,.456,1.8,3.5,.525,0.2,1.0,.220,1.3,2.5,.527,2.8,4.4,4.7,4.1,1.1,0.1,2.2,1.3,5.7,,7.67,13,0.6,0.7,0.2,0.0,0.3
727,Bobby Simmons,SF,DePaul,,93,28,31.6,4.3,10.1,.428,3.0,6.2,.490,1.3,3.9,.331,3.6,4.6,.783,2.6,5.9,7.5,2.2,1.3,0.2,2.5,2.9,13.6,,7.91,30,1.7,0.6,0.4,0.2,3.7
728,Sean Lampley,SF,California,,123,31,32.1,5.4,10.9,.494,5.2,10.2,.512,0.1,0.7,.210,3.6,5.3,.671,1.5,5.7,7.2,2.4,0.7,0.6,3.1,2.0,14.4,,8.39,35,2.4,0.9,0.2,0.1,4.8
729,Loren Woods,C,Arizona,,55,28,30.9,5.2,10.0,.522,5.2,9.9,.525,0.0,0.1,.200,3.9,4.9,.796,1.6,4.9,7.0,1.8,0.7,3.4,2.1,2.1,14.3,,,60,2.0,0.4,0.3,0.6,1.8
730,Ken Johnson,C,Ohio State,,127,31,28.4,3.3,6.1,.540,3.3,6.1,.540,0.0,0.0,,1.8,2.8,.630,2.0,5.3,5.8,0.5,0.3,3.5,1.5,2.1,8.3,,8.24,16,2.0,0.0,0.1,0.8,2.0
731,Ruben Boumtje-Boumtje,C,Georgetown,,101,33,25.1,3.4,7.0,.485,3.4,7.0,.487,0.0,0.0,.000,2.8,4.2,.664,2.6,4.2,7.0,0.9,0.8,2.5,2.7,2.6,9.6,,4.94,33,1.7,0.1,0.1,0.5,1.2
732,Alton Ford,PF,Houston,,26,18,25.5,3.7,8.5,.432,3.3,7.2,.462,0.3,1.3,.265,3.1,5.1,.609,1.6,4.3,5.9,0.7,0.2,0.7,2.5,3.7,10.8,,4.91,53,2.0,0.1,0.1,0.1,3.1
733,Jarron Collins,C,Stanford,,129,34,24.5,2.9,5.5,.520,2.8,5.4,.527,0.0,0.1,.250,2.6,3.9,.669,2.0,4.7,5.5,1.1,0.6,0.4,1.3,1.8,8.4,,8.87,70,4.2,0.8,0.4,0.3,6.4
734,Kenny Satterfield,PG,Cincinnati,,68,34,31.5,3.9,9.8,.403,3.0,6.8,.437,1.0,3.0,.323,3.1,3.9,.780,1.2,3.5,4.1,5.2,1.4,0.1,3.3,2.4,11.9,,8.17,36,1.4,3.0,0.9,0.0,5.3
735,Alvin Jones,C,Georgia Tech,,124,30,31.5,3.6,7.4,.489,3.6,7.4,.491,0.0,0.0,.000,3.3,5.8,.574,2.4,8.0,8.7,1.4,0.7,3.4,3.0,2.2,10.6,,9.22,23,1.6,0.1,0.1,0.4,1.1
736,Kenyon Martin,PF,Cincinnati,,116,,23.7,4.4,7.5,.586,4.4,7.5,.590,0.0,0.1,.222,2.2,3.7,.581,,,7.5,1.2,1.1,2.5,1.6,2.0,11.0,,6.65,68,7.4,1.9,1.1,1.7,12.0
737,Stromile Swift,PF,LSU,,50,,26.6,5.1,9.0,.560,4.9,8.4,.585,0.2,0.7,.242,3.1,5.1,.613,,,7.0,0.7,1.3,2.6,2.5,2.6,13.4,,5.84,80,3.6,0.4,0.8,1.0,4.9
738,Marcus Fizer,PF,Iowa State,,97,91,32.9,7.1,13.9,.511,6.9,13.2,.524,0.2,0.7,.292,4.4,6.3,.702,,,7.4,1.0,0.9,0.9,2.3,1.9,18.9,,6.27,72,4.3,1.1,0.4,0.3,9.5
739,Mike Miller,SF,Florida,,65,,26.7,4.5,9.2,.483,3.3,5.8,.565,1.2,3.5,.345,3.1,4.4,.718,,,6.0,2.3,1.2,0.3,2.2,1.9,13.3,,7.07,82,4.0,1.7,0.6,0.2,11.9
740,DerMarr Johnson,SF,Cincinnati,,32,,27.5,4.4,9.2,.478,2.8,4.8,.575,1.6,4.4,.371,2.2,3.0,.737,,,3.8,1.4,1.0,0.9,1.4,2.0,12.6,,8.50,78,2.3,0.8,0.6,0.4,5.1
741,Chris Mihm,C,Texas,,96,,31.4,5.2,10.4,.497,5.1,10.1,.503,0.1,0.3,.300,4.2,6.1,.684,,,9.8,0.6,0.4,2.8,2.4,1.9,14.6,,7.62,59,4.7,0.3,0.3,0.9,7.6
742,Jamal Crawford,PG,Michigan,,17,,33.9,6.2,15.0,.412,4.2,9.1,.468,1.9,5.9,.327,2.4,3.0,.784,,,2.8,4.5,1.1,0.9,3.1,1.1,16.6,,9.27,61,1.5,2.3,0.7,0.2,4.6
743,Joel Przybilla,C,Minnesota,,49,,27.6,4.1,6.9,.591,4.1,6.9,.591,0.0,0.0,,1.7,3.3,.521,,,6.9,1.9,0.7,3.4,2.9,3.1,9.9,,9.77,33,2.2,0.1,0.1,0.9,0.8
744,Keyon Dooling,PG,Missouri,,59,,28.1,3.8,9.2,.411,2.6,5.8,.452,1.1,3.4,.338,3.4,4.7,.733,,,2.4,3.4,1.3,0.5,2.3,1.7,12.1,,6.05,76,1.2,2.3,0.5,0.1,5.9
745,Jérôme Moïso,C,UCLA,,62,,26.8,4.9,9.8,.495,4.8,9.5,.505,0.1,0.4,.227,2.2,3.5,.614,,,6.8,1.1,1.0,1.3,2.3,2.8,12.0,,9.47,24,1.8,0.1,0.1,0.2,1.5
746,Etan Thomas,C,Syracuse,,122,,26.0,4.1,6.8,.600,4.1,6.8,.600,0.0,0.0,,2.9,4.8,.598,,,6.9,0.4,0.7,3.5,1.7,2.0,11.0,,7.20,47,3.9,0.1,0.4,0.7,4.3
747,Courtney Alexander,PG,Fresno State,,59,,33.8,8.7,19.1,.458,6.9,13.5,.514,1.8,5.6,.324,3.6,4.7,.769,,,4.2,3.0,1.5,0.2,2.4,1.6,22.9,,,65,2.2,1.0,0.7,0.1,9.5
748,Mateen Cleaves,PG,Michigan State,,123,,29.6,4.4,10.8,.406,3.2,7.1,.454,1.2,3.7,.313,2.6,3.5,.738,,,2.1,6.6,1.6,0.1,3.8,1.6,12.5,,9.50,78,1.7,2.7,0.6,0.0,5.4
749,Jason Collier,C,Georgia Tech,,55,,33.2,6.0,13.1,.458,4.9,10.0,.488,1.1,3.2,.362,3.9,5.3,.728,,,8.3,1.5,0.7,1.2,3.3,3.0,17.1,,,23,1.6,0.3,0.1,0.1,3.1
750,Desmond Mason,SF,Oklahoma State,,129,109,30.0,4.8,9.8,.486,3.8,7.1,.529,1.0,2.7,.372,2.6,3.6,.731,,,6.2,1.1,1.2,0.7,1.7,2.1,13.2,,5.94,78,3.2,0.8,0.5,0.3,5.9
751,Quentin Richardson,SG,DePaul,,64,,34.2,6.3,14.0,.454,4.5,9.0,.500,1.8,5.0,.369,3.4,4.7,.728,,,10.2,1.6,0.9,0.3,2.2,2.3,17.9,,7.85,76,3.4,0.8,0.6,0.1,8.1
752,Jamaal Magloire,C,Kentucky,,145,,21.2,2.7,5.4,.503,2.7,5.4,.503,0.0,0.0,,1.9,3.0,.636,,,5.4,0.4,0.5,1.8,1.9,2.0,7.3,,10.42,74,4.0,0.4,0.2,1.1,4.6
753,Speedy Claxton,PG,Hofstra,,119,,33.8,5.9,12.6,.468,5.4,10.9,.491,0.5,1.7,.322,4.5,6.1,.748,,,4.8,5.5,2.4,0.3,3.0,1.6,16.9,,-4.42,67,2.4,3.0,1.4,0.1,7.2
754,Morris Peterson,SG,Michigan State,,137,,23.4,4.1,8.5,.484,3.0,5.6,.537,1.1,2.8,.377,2.3,3.1,.746,,,4.7,0.9,0.9,0.3,1.5,1.7,11.6,,9.41,80,3.2,1.3,0.8,0.3,9.3
755,Donnell Harvey,PF,Florida,,37,,20.2,3.9,7.7,.507,3.9,7.6,.509,0.0,0.0,.000,2.3,3.8,.610,,,7.0,1.0,0.7,0.8,1.6,2.7,10.1,,8.51,18,1.1,0.1,0.2,0.1,1.2
756,Mamadou N'Diaye,C,Auburn,,128,,20.8,2.5,4.9,.506,2.5,4.9,.508,0.0,0.0,.000,1.9,2.9,.641,,,6.2,0.6,0.7,1.9,,,6.8,,6.11,3,0.7,0.0,0.0,0.0,1.3
757,Erick Barkley,PG,St. John's (NY),,65,,34.8,4.9,12.3,.396,3.2,7.2,.444,1.6,5.0,.328,3.2,4.4,.727,,,3.1,4.6,2.6,0.3,2.2,2.4,14.6,,8.02,8,0.4,0.8,0.3,0.0,2.4
758,Mark Madsen,PF,Stanford,,108,,24.8,4.0,6.8,.587,4.0,6.7,.589,0.0,0.0,.000,3.0,5.0,.596,,,7.9,0.6,0.4,0.6,1.3,1.9,10.9,,8.67,70,2.2,0.3,0.1,0.1,2.0
759,Dan Langhi,SF,Vanderbilt,,121,,27.4,4.0,9.0,.445,2.9,6.0,.475,1.1,3.0,.383,3.3,3.9,.831,,,4.6,0.7,0.5,0.2,1.7,1.2,12.4,,7.24,33,1.2,0.1,0.2,0.0,2.7
760,A.J. Guyton,PG,Indiana,,128,,34.0,5.8,12.8,.455,3.6,7.5,.484,2.2,5.3,.414,2.5,3.2,.790,,,3.4,3.1,1.0,0.4,2.3,0.9,16.4,,10.42,33,1.1,1.9,0.3,0.2,6.0
761,Jake Voskuhl,C,UConn,,138,,21.6,2.3,4.3,.542,2.3,4.3,.542,0.0,0.0,,1.6,2.4,.656,,,6.4,0.9,0.6,1.4,1.6,2.2,6.3,,8.10,16,2.1,0.3,0.3,0.4,1.9
762,Khalid El-Amin,PG,UConn,,108,,30.3,5.4,12.9,.416,3.6,7.8,.456,1.8,5.1,.355,2.7,3.3,.822,,,3.0,4.4,1.7,0.1,2.6,1.4,15.3,,8.09,50,1.6,2.9,1.0,0.0,6.3
763,Mike Smith,SF,Louisiana-Monroe,,55,,35.2,6.4,15.0,.428,4.1,7.5,.537,2.4,7.4,.318,4.1,5.3,.769,,,8.2,2.7,1.6,0.8,4.4,1.5,19.3,,-5.55,17,1.3,0.6,0.3,0.2,3.0
764,Eddie House,PG,Arizona State,,124,53,33.4,6.2,14.5,.425,4.1,9.0,.462,2.0,5.5,.366,2.2,2.7,.798,,,4.0,3.3,2.1,0.2,2.1,1.8,16.5,,8.01,50,0.8,1.0,0.3,0.0,5.0
765,Eduardo Nájera,PF,Oklahoma,,126,,31.3,4.9,11.3,.430,4.2,9.0,.467,0.7,2.3,.288,2.7,4.0,.669,,,7.2,1.7,1.5,0.7,2.1,2.2,13.1,,5.16,40,2.4,0.7,0.3,0.2,3.3
766,Lavor Postell,SG,St. John's (NY),,129,,29.3,3.8,8.9,.430,3.1,6.7,.464,0.7,2.2,.326,2.7,3.4,.789,,,5.6,1.6,1.0,0.4,1.8,1.8,11.1,,7.77,26,1.0,0.2,0.2,0.1,2.3
767,Hanno Möttölä,SF,Utah,,120,,25.1,4.5,9.0,.500,3.9,7.2,.542,0.6,1.8,.333,2.9,3.7,.774,,,4.6,1.2,0.3,0.4,1.8,2.2,12.4,,4.49,73,2.4,0.3,0.2,0.1,4.4
768,Michael Redd,SG,Ohio State,,96,,33.1,7.3,16.3,.448,6.0,12.2,.491,1.3,4.1,.319,3.7,5.7,.649,,,6.2,2.5,1.6,0.1,2.3,1.2,19.6,,8.26,6,0.7,0.2,0.2,0.0,2.2
769,Brian Cardinal,PF,Purdue,,132,125,28.0,3.8,8.1,.461,2.8,5.4,.508,1.0,2.7,.365,3.5,4.6,.761,,,5.7,2.1,2.0,0.3,1.9,3.1,12.0,,10.03,15,1.5,0.2,0.5,0.1,2.1
770,Jabari Smith,C,LSU,,61,,29.1,4.4,8.3,.532,4.0,7.0,.579,0.4,1.4,.298,3.3,5.1,.639,,,8.2,2.1,0.9,1.1,3.0,2.6,12.6,,5.84,9,0.9,0.7,0.4,0.0,2.9
771,Jason Hart,PG,Syracuse,,132,,33.9,4.0,10.1,.393,2.9,6.9,.424,1.1,3.2,.326,2.4,3.3,.712,,,3.3,5.4,2.5,0.1,3.2,2.0,11.4,,7.20,1,0.0,1.0,0.0,0.0,2.0
772,Kaniel Dickens,PF,Idaho,,55,,22.2,3.3,6.9,.483,3.1,6.3,.497,0.2,0.7,.351,2.4,3.8,.630,,,5.7,0.6,0.9,0.7,2.0,2.2,9.3,,-0.17,3,0.7,0.0,0.0,0.0,2.3
773,Dan McClintock,C,Northern Arizona,,115,,20.0,4.7,7.5,.632,4.7,7.5,.632,0.0,0.0,.000,2.4,3.7,.652,,,4.2,0.7,0.3,1.7,1.8,1.5,11.9,,-3.00,6,2.8,0.2,0.0,0.3,3.0
774,Chris Porter,SF,Auburn,,56,54,28.9,5.7,12.2,.467,5.5,11.5,.477,0.2,0.7,.308,3.7,5.7,.651,,,8.0,1.1,2.1,0.4,2.2,2.6,15.3,,6.57,51,3.7,1.2,0.9,0.1,8.6
775,Elton Brand,PF,Duke,,60,,29.3,5.9,9.7,.612,5.9,9.7,.612,0.0,0.0,,4.4,6.5,.672,,,8.9,0.9,1.4,1.9,1.7,1.6,16.2,,9.73,81,10.0,1.9,0.8,1.6,20.1
776,Steve Francis,PG,Maryland,,34,,30.7,6.0,11.5,.523,4.7,8.1,.580,1.3,3.4,.388,3.6,4.6,.790,,,4.5,4.5,2.8,0.2,3.0,2.8,17.0,,9.10,77,5.3,6.6,1.5,0.4,18.0
777,Baron Davis,PG,UCLA,,59,,30.7,4.9,9.7,.503,3.9,6.6,.583,1.0,3.1,.328,2.9,4.5,.631,,,3.8,5.1,2.5,0.4,3.3,1.6,13.6,,9.93,82,2.0,3.8,1.2,0.2,5.9
778,Lamar Odom,SF,Rhode Island,,32,,34.9,6.3,13.2,.482,5.3,10.0,.530,1.0,3.1,.330,3.9,5.7,.687,,,9.4,3.8,0.8,1.5,3.4,2.9,17.6,,5.58,76,7.8,4.2,1.2,1.3,16.6
779,Wally Szczerbiak,SF,Miami (OH),,105,,28.5,6.4,12.5,.512,4.4,8.0,.558,1.9,4.5,.431,2.9,3.5,.809,,,6.3,2.2,0.8,0.8,2.2,2.1,17.6,,1.97,73,3.7,2.8,0.8,0.3,11.6
780,Richard Hamilton,SG,UConn,,103,,31.4,6.7,15.7,.426,4.4,9.7,.456,2.3,6.1,.378,4.0,4.9,.826,,,4.5,2.6,1.3,0.3,2.7,1.3,19.8,,8.27,71,1.8,1.5,0.4,0.1,9.0
781,Andre Miller,PG,Utah,,134,,29.4,4.4,8.6,.513,4.0,7.1,.558,0.4,1.5,.294,2.9,4.2,.676,,,4.8,5.4,1.9,0.5,2.8,1.4,12.1,,5.01,82,3.4,5.8,1.0,0.2,11.1
782,Shawn Marion,SF,UNLV,,29,,32.9,7.6,14.4,.529,6.9,12.1,.573,0.7,2.3,.299,2.8,3.8,.730,,,9.3,1.2,2.5,1.9,1.4,2.1,18.7,,4.52,51,6.5,1.4,0.7,1.0,10.2
783,Jason Terry,PG,Arizona,,129,18,25.1,3.8,8.6,.443,2.3,4.6,.503,1.5,4.0,.374,2.3,2.9,.784,,,2.3,3.8,1.9,0.1,2.4,1.4,11.3,,9.02,81,2.0,4.3,1.1,0.1,8.1
784,Trajan Langdon,SG,Duke,,136,24,28.9,4.6,10.1,.451,2.1,4.3,.486,2.5,5.9,.426,2.8,3.3,.862,,,2.9,1.9,0.9,0.2,1.5,1.5,14.5,,10.15,10,1.5,1.1,0.5,0.0,4.9
