,playerName,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS
694,Trenton Hassell,Austin Peay,,84,32,36.2,6.9,14.6,.471,5.4,10.4,.523,1.5,4.2,.345,4.1,5.3,.779,2.6,5.2,8.2,4.5,1.1,0.7,3.4,1.5,19.4,,-3.83
695,Gilbert Arenas,Arizona,,70,33,30.5,5.6,12.1,.466,4.1,7.9,.523,1.5,4.2,.361,3.0,4.0,.738,0.8,2.8,3.8,2.2,1.9,0.2,2.7,2.4,15.8,,11.13
696,Omar Cook,St. John's (NY),,29,29,38.2,4.9,13.5,.360,2.5,5.9,.424,2.3,7.6,.309,3.3,4.4,.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,,8.27
697,Will Solomon,Clemson,,94,28,29.1,5.0,12.7,.392,2.7,6.5,.418,2.3,6.2,.366,3.0,4.1,.717,0.6,2.3,2.8,2.6,1.2,0.4,3.4,2.5,15.2,,7.43
698,Terence Morris,Maryland,,136,36,29.8,4.7,9.6,.495,4.0,7.4,.542,0.7,2.2,.338,2.5,3.2,.780,2.5,5.2,6.8,1.7,1.2,1.9,2.2,1.9,12.7,,10.41
699,Brian Scalabrine,USC,,92,33,33.0,5.7,11.2,.513,5.2,9.7,.538,0.5,1.5,.343,3.7,4.8,.770,2.1,3.9,6.1,2.7,1.0,0.9,3.4,2.7,15.7,,9.08
700,Jeff Trepagnier,USC,,106,17,31.3,4.1,8.6,.471,3.5,6.7,.521,0.6,1.9,.298,1.9,2.9,.659,2.0,3.1,5.2,1.4,1.9,1.0,2.0,2.1,10.6,,8.68
701,Damone Brown,Syracuse,,113,34,29.2,4.3,8.7,.497,4.2,7.9,.525,0.2,0.8,.225,2.0,2.7,.742,3.2,5.6,6.0,1.1,1.0,0.8,1.6,2.4,10.9,,6.91
702,Earl Watson,UCLA,,129,32,34.5,4.0,8.9,.450,3.0,5.9,.507,1.0,3.0,.341,2.2,3.3,.654,1.3,2.3,3.8,4.7,1.8,0.4,3.5,2.2,11.2,,10.51
703,Jamison Brewer,Auburn,,58,33,23.2,2.1,4.5,.456,1.8,3.5,.525,0.2,1.0,.220,1.3,2.5,.527,2.8,4.4,4.7,4.1,1.1,0.1,2.2,1.3,5.7,,7.67
704,Bobby Simmons,DePaul,,93,28,31.6,4.3,10.1,.428,3.0,6.2,.490,1.3,3.9,.331,3.6,4.6,.783,2.6,5.9,7.5,2.2,1.3,0.2,2.5,2.9,13.6,,7.91
705,Sean Lampley,California,,123,31,32.1,5.4,10.9,.494,5.2,10.2,.512,0.1,0.7,.210,3.6,5.3,.671,1.5,5.7,7.2,2.4,0.7,0.6,3.1,2.0,14.4,,8.39
706,Loren Woods,Arizona,,55,28,30.9,5.2,10.0,.522,5.2,9.9,.525,0.0,0.1,.200,3.9,4.9,.796,1.6,4.9,7.0,1.8,0.7,3.4,2.1,2.1,14.3,,
707,Ken Johnson,Michigan State,,47,39,31.2,4.1,7.3,.561,,,,,,,1.6,3.2,.513,8.9,0.4,0.4,2.0,1.9,2.5,9.9,,,,
708,Ruben Boumtje-Boumtje,Georgetown,,101,33,25.1,3.4,7.0,.485,3.4,7.0,.487,0.0,0.0,.000,2.8,4.2,.664,2.6,4.2,7.0,0.9,0.8,2.5,2.7,2.6,9.6,,4.94
709,Alton Ford,Houston,,26,18,25.5,3.7,8.5,.432,3.3,7.2,.462,0.3,1.3,.265,3.1,5.1,.609,1.6,4.3,5.9,0.7,0.2,0.7,2.5,3.7,10.8,,4.91
710,Jarron Collins,Stanford,,129,34,24.5,2.9,5.5,.520,2.8,5.4,.527,0.0,0.1,.250,2.6,3.9,.669,2.0,4.7,5.5,1.1,0.6,0.4,1.3,1.8,8.4,,8.87
711,Kenny Satterfield,Cincinnati,,68,34,31.5,3.9,9.8,.403,3.0,6.8,.437,1.0,3.0,.323,3.1,3.9,.780,1.2,3.5,4.1,5.2,1.4,0.1,3.3,2.4,11.9,,8.17
712,Alvin Jones,Georgia Tech,,124,30,31.5,3.6,7.4,.489,3.6,7.4,.491,0.0,0.0,.000,3.3,5.8,.574,2.4,8.0,8.7,1.4,0.7,3.4,3.0,2.2,10.6,,9.22
713,Kenyon Martin,Cincinnati,,116,,23.7,4.4,7.5,.586,4.4,7.5,.590,0.0,0.1,.222,2.2,3.7,.581,,,7.5,1.2,1.1,2.5,1.6,2.0,11.0,,6.65
714,Stromile Swift,LSU,,50,,26.6,5.1,9.0,.560,4.9,8.4,.585,0.2,0.7,.242,3.1,5.1,.613,,,7.0,0.7,1.3,2.6,2.5,2.6,13.4,,5.84
715,Marcus Fizer,Iowa State,,97,91,32.9,7.1,13.9,.511,6.9,13.2,.524,0.2,0.7,.292,4.4,6.3,.702,,,7.4,1.0,0.9,0.9,2.3,1.9,18.9,,6.27
716,Mike Miller,Florida,,65,,26.7,4.5,9.2,.483,3.3,5.8,.565,1.2,3.5,.345,3.1,4.4,.718,,,6.0,2.3,1.2,0.3,2.2,1.9,13.3,,7.07
717,DerMarr Johnson,Cincinnati,,32,,27.5,4.4,9.2,.478,2.8,4.8,.575,1.6,4.4,.371,2.2,3.0,.737,,,3.8,1.4,1.0,0.9,1.4,2.0,12.6,,8.50
718,Chris Mihm,Texas,,96,,31.4,5.2,10.4,.497,5.1,10.1,.503,0.1,0.3,.300,4.2,6.1,.684,,,9.8,0.6,0.4,2.8,2.4,1.9,14.6,,7.62
719,Jamal Crawford,Michigan,,17,,33.9,6.2,15.0,.412,4.2,9.1,.468,1.9,5.9,.327,2.4,3.0,.784,,,2.8,4.5,1.1,0.9,3.1,1.1,16.6,,9.27
720,Joel Przybilla,Minnesota,,49,,27.6,4.1,6.9,.591,4.1,6.9,.591,0.0,0.0,,1.7,3.3,.521,,,6.9,1.9,0.7,3.4,2.9,3.1,9.9,,9.77
721,Keyon Dooling,Missouri,,59,,28.1,3.8,9.2,.411,2.6,5.8,.452,1.1,3.4,.338,3.4,4.7,.733,,,2.4,3.4,1.3,0.5,2.3,1.7,12.1,,6.05
722,Etan Thomas,Syracuse,,122,,26.0,4.1,6.8,.600,4.1,6.8,.600,0.0,0.0,,2.9,4.8,.598,,,6.9,0.4,0.7,3.5,1.7,2.0,11.0,,7.20
723,Courtney Alexander,Fresno State,,59,,33.8,8.7,19.1,.458,6.9,13.5,.514,1.8,5.6,.324,3.6,4.7,.769,,,4.2,3.0,1.5,0.2,2.4,1.6,22.9,,
724,Mateen Cleaves,Michigan State,,123,,29.6,4.4,10.8,.406,3.2,7.1,.454,1.2,3.7,.313,2.6,3.5,.738,,,2.1,6.6,1.6,0.1,3.8,1.6,12.5,,9.50
725,Jason Collier,Georgia Tech,,55,,33.2,6.0,13.1,.458,4.9,10.0,.488,1.1,3.2,.362,3.9,5.3,.728,,,8.3,1.5,0.7,1.2,3.3,3.0,17.1,,
726,Desmond Mason,Oklahoma State,,129,109,30.0,4.8,9.8,.486,3.8,7.1,.529,1.0,2.7,.372,2.6,3.6,.731,,,6.2,1.1,1.2,0.7,1.7,2.1,13.2,,5.94
727,Quentin Richardson,DePaul,,64,,34.2,6.3,14.0,.454,4.5,9.0,.500,1.8,5.0,.369,3.4,4.7,.728,,,10.2,1.6,0.9,0.3,2.2,2.3,17.9,,7.85
728,Jamaal Magloire,Kentucky,,145,,21.2,2.7,5.4,.503,2.7,5.4,.503,0.0,0.0,,1.9,3.0,.636,,,5.4,0.4,0.5,1.8,1.9,2.0,7.3,,10.42
729,Speedy Claxton,Hofstra,,119,,33.8,5.9,12.6,.468,5.4,10.9,.491,0.5,1.7,.322,4.5,6.1,.748,,,4.8,5.5,2.4,0.3,3.0,1.6,16.9,,-4.42
730,Morris Peterson,Michigan State,,137,,23.4,4.1,8.5,.484,3.0,5.6,.537,1.1,2.8,.377,2.3,3.1,.746,,,4.7,0.9,0.9,0.3,1.5,1.7,11.6,,9.41
731,Donnell Harvey,Florida,,37,,20.2,3.9,7.7,.507,3.9,7.6,.509,0.0,0.0,.000,2.3,3.8,.610,,,7.0,1.0,0.7,0.8,1.6,2.7,10.1,,8.51
732,Mamadou N'Diaye,Auburn,,128,,20.8,2.5,4.9,.506,2.5,4.9,.508,0.0,0.0,.000,1.9,2.9,.641,,,6.2,0.6,0.7,1.9,,,6.8,,6.11
733,Erick Barkley,St. John's (NY),,65,,34.8,4.9,12.3,.396,3.2,7.2,.444,1.6,5.0,.328,3.2,4.4,.727,,,3.1,4.6,2.6,0.3,2.2,2.4,14.6,,8.02
734,Mark Madsen,Stanford,,108,,24.8,4.0,6.8,.587,4.0,6.7,.589,0.0,0.0,.000,3.0,5.0,.596,,,7.9,0.6,0.4,0.6,1.3,1.9,10.9,,8.67
735,Dan Langhi,Vanderbilt,,121,,27.4,4.0,9.0,.445,2.9,6.0,.475,1.1,3.0,.383,3.3,3.9,.831,,,4.6,0.7,0.5,0.2,1.7,1.2,12.4,,7.24
736,A.J. Guyton,Indiana,,128,,34.0,5.8,12.8,.455,3.6,7.5,.484,2.2,5.3,.414,2.5,3.2,.790,,,3.4,3.1,1.0,0.4,2.3,0.9,16.4,,10.42
737,Jake Voskuhl,UConn,,138,,21.6,2.3,4.3,.542,2.3,4.3,.542,0.0,0.0,,1.6,2.4,.656,,,6.4,0.9,0.6,1.4,1.6,2.2,6.3,,8.10
738,Khalid El-Amin,UConn,,108,,30.3,5.4,12.9,.416,3.6,7.8,.456,1.8,5.1,.355,2.7,3.3,.822,,,3.0,4.4,1.7,0.1,2.6,1.4,15.3,,8.09
739,Mike Smith,Louisiana-Monroe,,55,,35.2,6.4,15.0,.428,4.1,7.5,.537,2.4,7.4,.318,4.1,5.3,.769,,,8.2,2.7,1.6,0.8,4.4,1.5,19.3,,-5.55
740,Eddie House,Arizona State,,124,53,33.4,6.2,14.5,.425,4.1,9.0,.462,2.0,5.5,.366,2.2,2.7,.798,,,4.0,3.3,2.1,0.2,2.1,1.8,16.5,,8.01
741,Lavor Postell,St. John's (NY),,129,,29.3,3.8,8.9,.430,3.1,6.7,.464,0.7,2.2,.326,2.7,3.4,.789,,,5.6,1.6,1.0,0.4,1.8,1.8,11.1,,7.77
742,Michael Redd,Ohio State,,96,,33.1,7.3,16.3,.448,6.0,12.2,.491,1.3,4.1,.319,3.7,5.7,.649,,,6.2,2.5,1.6,0.1,2.3,1.2,19.6,,8.26
743,Brian Cardinal,Purdue,,132,125,28.0,3.8,8.1,.461,2.8,5.4,.508,1.0,2.7,.365,3.5,4.6,.761,,,5.7,2.1,2.0,0.3,1.9,3.1,12.0,,10.03
744,Jabari Smith,LSU,,61,,29.1,4.4,8.3,.532,4.0,7.0,.579,0.4,1.4,.298,3.3,5.1,.639,,,8.2,2.1,0.9,1.1,3.0,2.6,12.6,,5.84
745,Jason Hart,Syracuse,,132,,33.9,4.0,10.1,.393,2.9,6.9,.424,1.1,3.2,.326,2.4,3.3,.712,,,3.3,5.4,2.5,0.1,3.2,2.0,11.4,,7.20
746,Kaniel Dickens,Idaho,,55,,22.2,3.3,6.9,.483,3.1,6.3,.497,0.2,0.7,.351,2.4,3.8,.630,,,5.7,0.6,0.9,0.7,2.0,2.2,9.3,,-0.17
747,Ernest Brown,Alabama,,43,0,4.7,0.4,0.9,.450,0.3,0.7,.484,0.1,0.2,.333,0.5,0.7,.688,,,0.4,0.6,0.2,0.0,0.6,0.1,1.4,,6.15
748,Dan McClintock,Northern Arizona,,115,,20.0,4.7,7.5,.632,4.7,7.5,.632,0.0,0.0,.000,2.4,3.7,.652,,,4.2,0.7,0.3,1.7,1.8,1.5,11.9,,-3.00
749,Chris Porter,Auburn,,56,54,28.9,5.7,12.2,.467,5.5,11.5,.477,0.2,0.7,.308,3.7,5.7,.651,,,8.0,1.1,2.1,0.4,2.2,2.6,15.3,,6.57
750,Elton Brand,Duke,,60,,29.3,5.9,9.7,.612,5.9,9.7,.612,0.0,0.0,,4.4,6.5,.672,,,8.9,0.9,1.4,1.9,1.7,1.6,16.2,,9.73
751,Steve Francis,Maryland,,34,,30.7,6.0,11.5,.523,4.7,8.1,.580,1.3,3.4,.388,3.6,4.6,.790,,,4.5,4.5,2.8,0.2,3.0,2.8,17.0,,9.10
752,Baron Davis,UCLA,,59,,30.7,4.9,9.7,.503,3.9,6.6,.583,1.0,3.1,.328,2.9,4.5,.631,,,3.8,5.1,2.5,0.4,3.3,1.6,13.6,,9.93
753,Lamar Odom,Rhode Island,,32,,34.9,6.3,13.2,.482,5.3,10.0,.530,1.0,3.1,.330,3.9,5.7,.687,,,9.4,3.8,0.8,1.5,3.4,2.9,17.6,,5.58
754,Wally Szczerbiak,Miami (OH),,105,,28.5,6.4,12.5,.512,4.4,8.0,.558,1.9,4.5,.431,2.9,3.5,.809,,,6.3,2.2,0.8,0.8,2.2,2.1,17.6,,1.97
755,Richard Hamilton,UConn,,103,,31.4,6.7,15.7,.426,4.4,9.7,.456,2.3,6.1,.378,4.0,4.9,.826,,,4.5,2.6,1.3,0.3,2.7,1.3,19.8,,8.27
756,Andre Miller,Utah,,134,,29.4,4.4,8.6,.513,4.0,7.1,.558,0.4,1.5,.294,2.9,4.2,.676,,,4.8,5.4,1.9,0.5,2.8,1.4,12.1,,5.01
757,Shawn Marion,UNLV,,29,,32.9,7.6,14.4,.529,6.9,12.1,.573,0.7,2.3,.299,2.8,3.8,.730,,,9.3,1.2,2.5,1.9,1.4,2.1,18.7,,4.52
758,Jason Terry,Arizona,,129,18,25.1,3.8,8.6,.443,2.3,4.6,.503,1.5,4.0,.374,2.3,2.9,.784,,,2.3,3.8,1.9,0.1,2.4,1.4,11.3,,9.02
759,Trajan Langdon,Duke,,136,24,28.9,4.6,10.1,.451,2.1,4.3,.486,2.5,5.9,.426,2.8,3.3,.862,,,2.9,1.9,0.9,0.2,1.5,1.5,14.5,,10.15
760,Corey Maggette,Duke,,39,,17.7,3.5,6.7,.525,2.8,4.5,.610,0.7,2.2,.345,2.8,4.0,.716,,,3.9,1.5,0.7,0.4,2.1,2.5,10.6,,10.13
761,William Avery,Duke,,74,,31.0,4.1,8.7,.470,2.6,4.8,.554,1.5,4.0,.369,2.2,2.8,.784,,,2.8,3.8,1.2,0.0,2.6,1.2,11.9,,9.73
762,Cal Bowdler,Old Dominion,,118,,20.6,3.1,6.8,.451,2.7,5.6,.492,0.3,1.2,.264,2.2,3.5,.625,,,6.6,0.7,0.4,1.9,1.5,1.1,8.6,,-0.76
763,James Posey,Xavier,,95,,31.5,4.9,9.3,.527,4.1,7.0,.594,0.8,2.3,.329,4.7,5.9,.808,,,8.4,1.7,2.3,0.7,2.7,2.1,15.3,,4.64
764,Quincy Lewis,Minnesota,,127,,21.1,4.8,10.4,.460,3.8,7.5,.505,1.0,2.9,.344,2.1,2.9,.723,,,4.0,1.5,1.4,0.7,1.6,1.8,12.7,,8.59
765,Dion Glover,Georgia Tech,,33,,,6.7,15.2,.441,5.4,10.2,.525,1.4,5.0,.271,3.6,5.6,.640,,,5.0,2.6,2.1,0.2,,,18.4,,8.70
766,Jeff Foster,Texas State,,111,,21.3,3.6,7.1,.508,3.6,7.1,.505,0.0,0.0,1.000,2.5,3.9,.639,,,8.4,1.2,0.9,1.0,1.6,1.7,9.8,,-7.60
767,Kenny Thomas,New Mexico,,123,,31.7,5.4,10.1,.537,4.9,8.6,.569,0.5,1.5,.353,4.3,5.9,.740,,,8.4,2.1,0.9,1.9,2.9,2.3,15.7,,3.23
768,Tim James,Miami (FL),,115,,28.5,5.9,12.4,.476,5.7,11.8,.486,0.2,0.6,.278,2.9,4.5,.644,,,7.4,0.7,1.1,1.9,2.6,1.4,14.9,,7.22
769,Vonteego Cummings,Pitt,,103,,32.3,5.4,12.7,.423,4.1,8.8,.463,1.3,3.9,.334,3.3,4.7,.699,,,4.0,4.4,2.3,0.3,3.2,2.0,15.3,,7.90
770,Jumaine Jones,Georgia,,65,,34.4,5.9,13.2,.449,4.5,9.2,.492,1.4,4.0,.351,3.3,4.4,.751,,,9.0,1.0,1.0,0.6,2.5,1.1,16.6,,8.11
771,Scott Padgett,Kentucky,,122,0,22.8,3.5,7.7,.449,2.2,4.3,.517,1.2,3.4,.364,2.1,2.7,.759,,,5.3,2.0,1.2,0.6,1.5,1.5,10.3,,9.66
772,John Celestand,Villanova,,124,0,24.2,3.4,8.3,.410,2.2,4.7,.469,1.2,3.5,.330,2.0,2.7,.731,,,2.8,3.6,1.3,0.2,2.4,1.5,9.9,,9.47
773,Michael Ruffin,Tulsa,,128,,28.0,3.1,5.9,.530,3.1,5.9,.535,0.0,0.1,.000,3.2,5.6,.570,,,9.5,1.2,1.2,2.1,2.2,2.1,9.4,,3.63
774,Chris Herren,Fresno State,,86,,29.1,5.2,11.4,.457,3.3,6.1,.534,1.9,5.3,.367,2.8,4.4,.629,,,2.1,5.4,1.6,0.1,2.8,1.5,15.1,,
775,Evan Eschmeyer,Northwestern,,112,97,30.8,5.5,9.3,.595,5.5,9.3,.595,0.0,0.0,,5.0,7.7,.655,,,8.9,1.8,0.8,1.2,2.8,3.3,16.1,,7.16
776,Calvin Booth,Penn State,,114,,28.3,4.4,8.6,.507,4.4,8.6,.512,0.0,0.1,.091,2.5,3.6,.707,,,6.4,0.9,0.6,3.8,2.1,1.7,11.3,,7.63
777,Obinna Ekezie,Maryland,,118,18,22.5,3.4,6.9,.488,3.4,6.9,.490,0.0,0.0,.000,3.0,4.6,.654,,,5.7,0.9,0.6,1.1,1.1,0.7,9.9,,10.11
778,Laron Profit,Maryland,,125,0,25.6,4.7,9.8,.474,3.8,7.2,.529,0.8,2.6,.322,2.4,3.4,.684,,,4.6,2.3,2.0,0.6,2.5,1.5,12.5,,10.11
779,A.J. Bramlett,Arizona,,127,63,22.7,3.4,6.5,.525,3.4,6.5,.527,0.0,0.0,.000,1.8,3.3,.548,,,6.4,0.8,0.7,0.8,1.3,2.7,8.6,,9.02
780,Francisco Elson,California,,58,,19.8,2.3,4.8,.477,2.3,4.8,.477,0.0,0.0,,0.9,1.7,.510,,,5.0,0.5,0.8,1.2,1.1,1.4,5.5,,7.92
781,Lee Nailon,TCU,,63,,31.9,9.4,17.7,.532,9.4,17.5,.536,0.1,0.3,.294,4.9,6.7,.728,,,9.1,2.2,1.5,1.0,3.2,1.8,23.9,,3.72
782,Ryan Robertson,Kansas,,142,82,23.6,2.3,5.2,.445,1.3,2.7,.481,1.0,2.5,.407,1.8,2.2,.802,,,2.4,3.4,1.0,0.2,1.4,1.8,7.4,,7.71
783,Todd MacCulloch,Washington,,115,,22.8,6.1,9.2,.664,6.1,9.2,.664,0.0,0.0,,2.9,4.5,.660,,,8.5,0.4,0.6,1.2,1.4,2.1,15.2,,7.92
784,Lari Ketner,UMass,,94,88,28.1,4.9,9.9,.499,4.9,9.9,.500,0.0,0.0,.000,2.3,3.9,.603,,,7.0,0.8,0.4,2.2,1.8,3.1,12.2,,7.46
785,Rodney Buford,Creighton,,118,,30.1,6.6,14.7,.447,4.8,10.0,.479,1.8,4.7,.380,2.9,3.9,.753,,,6.1,1.8,1.7,0.5,2.0,1.4,17.9,,2.42
786,Tim Young,Stanford,,132,,25.5,4.2,8.4,.503,4.2,8.4,.503,0.0,0.0,,3.2,4.2,.768,,,8.1,1.4,0.4,1.3,1.9,2.0,11.7,,8.24
787,Michael Olowokandi,Pacific,,77,,15.7,5.8,9.7,.592,5.8,9.7,.592,0.0,0.0,,2.0,4.3,.466,,,7.5,0.5,0.2,2.1,1.4,1.2,13.5,,-1.18
788,Mike Bibby,Arizona,,69,69,32.3,5.2,11.4,.456,3.1,6.1,.514,2.1,5.3,.390,2.9,3.9,.730,,,3.1,5.5,2.3,0.2,2.6,1.9,15.4,,9.68
789,Raef LaFrentz,Kansas,,131,131,27.5,6.3,11.3,.555,6.2,11.1,.560,0.1,0.3,.371,3.1,4.3,.712,,,9.1,0.7,0.7,1.1,2.0,2.5,15.8,,7.94
790,Antawn Jamison,UNC,,104,29,33.6,7.6,13.1,.577,7.5,12.9,.583,0.1,0.3,.296,3.8,6.1,.617,,,9.9,0.9,0.9,0.8,1.8,1.6,19.0,,11.30
791,Vince Carter,UNC,,103,19,23.0,4.7,8.5,.547,3.7,5.9,.625,1.0,2.6,.368,2.0,2.8,.705,,,4.5,1.9,1.1,0.8,1.3,1.3,12.3,,11.30
792,Robert Traylor,Michigan,,91,,24.4,5.5,9.6,.566,5.5,9.6,.566,0.0,0.0,.000,2.4,4.4,.545,,,8.2,1.5,1.1,1.1,2.7,2.0,13.3,,9.57
793,Jason Williams,Florida,,20,,,5.6,12.7,.441,2.9,6.0,.483,2.7,6.7,.403,3.2,3.8,.840,,,3.0,6.7,2.7,0.2,,,17.1,,
794,Larry Hughes,Saint Louis,,32,,,7.0,16.9,.415,5.7,12.3,.461,1.3,4.5,.290,5.6,8.1,.692,,,5.1,2.4,2.2,0.4,,,20.9,,5.51
795,Paul Pierce,Kansas,,108,103,28.1,6.0,12.4,.481,5.0,9.6,.518,1.0,2.8,.355,3.4,4.9,.697,,,6.3,2.2,1.4,0.9,2.8,2.5,16.4,,7.24
796,Bonzi Wells,Ball State,,116,86,31.0,7.9,16.4,.480,6.6,12.6,.526,1.2,3.8,.325,4.5,6.5,.681,,,7.3,3.3,3.0,0.8,3.6,2.1,21.4,,1.63
797,Michael Doleac,Utah,,133,,22.2,3.9,7.8,.491,3.7,7.5,.496,0.2,0.4,.404,3.5,4.5,.784,,,6.7,0.6,0.5,0.9,1.5,1.8,11.4,,5.42
798,Keon Clark,UNLV,,39,,28.1,5.8,10.4,.554,5.5,9.7,.567,0.3,0.7,.370,3.0,4.7,.638,,,8.2,1.3,0.6,3.5,2.6,2.4,14.8,,4.38
799,Michael Dickerson,Arizona,,130,80,24.1,5.1,11.2,.458,4.0,8.0,.494,1.2,3.2,.367,2.3,3.2,.728,,,3.7,1.5,0.8,0.2,1.9,1.9,13.8,,9.54
800,Matt Harpring,Georgia Tech,,124,60,36.0,6.1,13.1,.465,4.4,8.4,.523,1.7,4.7,.361,4.1,5.4,.753,,,8.0,2.3,1.4,0.2,2.7,1.8,17.9,,10.67
801,Bryce Drew,Valparaiso,,121,,35.1,5.8,12.8,.449,2.7,5.9,.466,3.0,6.9,.435,3.2,3.8,.834,,,3.1,5.2,1.5,0.1,2.6,1.7,17.7,,-6.45
802,Pat Garrity,Notre Dame,,111,,32.1,6.7,13.8,.488,5.8,11.3,.516,0.9,2.5,.358,4.4,5.9,.747,,,7.0,2.0,0.8,0.6,2.9,2.1,18.8,,6.82
803,Roshown McLeod,Duke,,69,,24.2,4.9,10.0,.492,3.9,7.4,.526,1.0,2.6,.397,2.8,3.8,.740,,,5.4,1.1,1.0,0.9,1.7,1.5,13.6,,
804,Ricky Davis,Iowa,,31,,,5.6,12.0,.466,4.7,9.0,.518,0.9,2.9,.308,2.9,4.2,.698,,,4.8,2.4,1.2,0.3,,,15.0,,6.04
805,Brian Skinner,Baylor,,103,74,31.7,6.5,11.4,.575,6.5,11.4,.575,0.0,0.0,,3.5,6.2,.558,,,8.9,0.6,1.1,3.4,2.6,2.2,16.5,,2.18
806,Tyronn Lue,Nebraska,,99,,32.6,5.7,12.7,.446,4.2,8.6,.489,1.5,4.1,.356,3.2,4.0,.788,,,3.4,4.4,1.6,0.1,3.3,1.6,15.9,,6.45
807,Sam Jacobson,Minnesota,,130,,23.4,4.9,11.2,.437,3.6,7.6,.471,1.3,3.6,.365,2.0,2.8,.718,,,4.8,1.7,1.0,0.2,2.1,2.1,13.1,,7.67
808,Corey Benjamin,Oregon State,,48,,26.1,6.4,13.0,.491,5.0,8.6,.586,1.3,4.4,.305,3.4,4.9,.688,,,4.5,1.8,1.5,0.6,3.4,1.7,17.5,,8.65
809,Nazr Mohammed,Kentucky,,94,,12.8,3.6,6.4,.553,3.6,6.4,.555,0.0,0.0,.000,1.5,2.6,.581,,,5.7,0.5,0.8,1.4,1.4,1.3,8.7,,9.70
810,Ansu Sesay,Ole Miss,,110,,27.6,4.4,10.4,.428,3.9,8.3,.468,0.6,2.1,.268,3.6,4.9,.724,,,6.4,2.1,0.9,0.9,2.4,2.0,13.0,,5.83
811,Ruben Patterson,Cincinnati,,50,,23.3,5.5,10.6,.515,4.9,8.5,.575,0.6,2.1,.274,3.3,5.4,.603,,,5.9,1.7,1.1,0.4,2.2,1.2,14.8,,5.21
812,Jelani McCoy,UCLA,,78,,28.0,4.4,6.4,.694,4.4,6.4,.694,0.0,0.0,,1.5,3.3,.462,,,7.1,1.1,0.6,2.4,2.3,2.1,10.4,,9.55
813,Shammond Williams,UNC,,134,3,20.2,3.4,7.6,.455,1.7,3.2,.523,1.7,4.3,.403,2.2,2.6,.849,,,2.5,3.0,0.7,0.0,1.8,0.9,10.8,,11.73
814,Jerome James,Florida A&M,,81,,25.8,6.3,12.8,.495,6.3,12.8,.496,0.0,0.0,.000,3.3,6.2,.527,,,9.2,0.7,0.5,4.5,3.3,2.6,16.0,,-10.49
815,Casey Shaw,Toledo,,113,,31.7,5.3,9.7,.546,5.3,9.7,.547,0.0,0.0,.000,3.3,5.5,.594,,,7.7,1.2,0.5,1.0,2.3,2.2,13.8,,0.58
816,DeMarco Johnson,Charlotte,,119,,28.4,6.2,12.6,.492,5.9,11.6,.507,0.3,0.9,.304,4.2,5.6,.748,,,7.8,1.2,1.1,0.5,1.8,1.9,16.8,,5.56
817,Rafer Alston,Fresno State,,33,,,3.8,9.4,.401,1.8,3.4,.513,2.0,5.9,.337,1.5,2.0,.758,,,2.2,7.3,2.1,0.4,,,11.0,,5.48
818,Cuttino Mobley,Rhode Island,,93,,27.6,5.0,11.5,.438,3.4,7.0,.490,1.6,4.4,.354,2.8,3.4,.821,,,4.2,2.0,1.5,0.4,1.9,1.9,14.3,,5.73
819,Miles Simon,Arizona,,114,90,30.6,4.8,10.3,.463,3.2,6.2,.523,1.5,4.1,.374,3.5,4.6,.767,,,3.8,3.6,1.1,0.1,2.9,1.9,14.6,,9.54
820,Jahidi White,Georgetown,,105,0,13.1,2.2,4.1,.539,2.2,4.1,.539,0.0,0.0,,1.2,2.6,.462,,,4.6,0.2,0.5,1.4,1.5,2.0,5.6,,7.02
821,Sean Marks,California,,86,,13.0,2.5,5.1,.487,2.4,4.8,.493,0.1,0.3,.400,1.4,2.1,.669,,,4.4,0.5,0.6,0.8,1.1,1.2,6.5,,8.35
822,Toby Bailey,UCLA,,129,,31.6,5.3,11.5,.459,3.9,7.6,.519,1.3,3.9,.341,2.5,3.7,.667,,,5.2,3.6,1.1,0.4,3.1,1.6,14.3,,9.68
823,Andrae Patterson,Indiana,,121,,24.4,4.3,8.9,.479,3.9,7.7,.504,0.4,1.2,.313,2.4,3.1,.755,,,5.7,1.3,0.9,1.0,2.2,2.3,11.3,,10.01
824,Tyson Wheeler,Rhode Island,,125,,33.4,5.1,12.4,.412,2.7,5.8,.457,2.4,6.5,.371,2.8,3.9,.705,,,2.8,5.7,1.6,0.0,3.5,1.4,15.3,,5.73
825,Ryan Stack,South Carolina,,120,,18.2,2.3,4.8,.473,1.8,3.4,.517,0.5,1.4,.362,1.5,2.2,.690,,,4.2,0.8,0.5,1.0,1.5,1.3,6.5,,7.62
826,Cory Carr,Texas Tech,,115,3,23.9,5.5,12.8,.428,3.2,6.6,.486,2.3,6.2,.366,3.3,4.2,.797,,,3.6,1.9,0.7,0.2,1.9,1.3,16.6,,4.04
827,Derrick Dial,Eastern Michigan,,122,,29.9,5.7,11.8,.480,3.9,7.2,.546,1.8,4.7,.377,2.4,3.1,.774,,,5.7,2.0,1.0,0.5,1.2,1.5,15.5,,2.50
