,playerName,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS
294,Darius Miller,Kentucky,,152,82,24.9,2.9,6.5,.448,1.8,3.5,.509,1.2,3.0,.379,1.2,1.5,.815,1.0,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,,7.12
295,Kevin Murphy,Tennessee Tech,,128,109,29.0,5.5,12.5,.443,4.0,8.4,.476,1.5,4.0,.372,3.3,4.4,.734,0.8,3.3,4.2,1.9,0.8,0.2,3.0,2.1,15.8,,-4.01
296,Kyle O'Quinn,Norfolk State,,129,98,27.5,4.7,8.6,.553,4.3,7.0,.620,0.4,1.6,.261,2.6,3.8,.685,2.6,5.9,8.5,0.9,0.5,2.2,2.0,2.9,12.5,,-7.19
297,Kris Joseph,Syracuse,,140,77,26.6,3.5,7.8,.449,2.7,5.4,.501,0.8,2.4,.331,2.7,3.9,.702,1.3,3.2,4.5,1.5,1.3,0.5,1.6,1.6,10.5,,8.37
298,Darius Johnson-Odom,Marquette,,105,90,30.8,5.3,12.0,.444,3.2,6.7,.476,2.1,5.2,.403,3.0,4.1,.722,0.5,2.5,3.1,2.5,0.9,0.2,2.1,2.3,15.7,,8.08
299,Robbie Hummel,Purdue,,127,120,30.2,4.6,10.4,.443,2.9,6.0,.483,1.7,4.4,.389,3.1,3.7,.841,1.9,4.9,6.8,2.1,1.0,0.9,1.1,2.4,14.0,,7.48
300,Robert Sacre,Gonzaga,,136,111,21.7,3.0,6.0,.504,3.0,5.9,.505,0.0,0.0,.250,3.3,4.5,.735,1.8,3.2,5.0,0.7,0.5,1.4,1.6,2.3,9.3,,3.36
301,Kyrie Irving,Duke,,11,8,27.5,5.0,9.5,.529,3.4,5.9,.569,1.6,3.5,.462,5.8,6.5,.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,,8.32
302,Derrick Williams,Birmingham-Southern,,27,,,3.2,7.7,.418,1.3,3.1,.400,2.0,4.6,.431,2.7,3.4,.813,,,3.2,3.2,1.3,0.0,,,11.1,,-9.79
303,Tristan Thompson,North Texas,,128,99,25.5,3.6,8.2,.439,2.2,4.6,.472,1.4,3.6,.396,4.1,5.0,.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,,-3.82
304,Brandon Knight,Kentucky,,38,38,35.9,5.7,13.5,.423,3.4,7.4,.461,2.3,6.1,.377,3.6,4.5,.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3,,8.91
305,Kemba Walker,UConn,,111,77,32.9,5.2,12.2,.428,4.1,8.7,.469,1.1,3.5,.326,4.5,5.8,.783,1.0,3.4,4.4,4.1,1.7,0.3,2.3,1.5,16.1,,9.39
306,Jimmer Fredette,BYU,,139,102,29.6,6.0,13.3,.455,3.9,7.8,.497,2.1,5.4,.394,4.5,5.1,.882,0.5,2.1,2.6,3.7,1.2,0.1,2.5,1.2,18.7,,3.56
307,Klay Thompson,Washington State,,98,96,34.4,6.1,14.4,.424,3.6,8.1,.450,2.5,6.3,.390,3.2,3.9,.827,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,,6.32
308,Alec Burks,Colorado,,68,67,30.9,6.2,12.6,.495,5.5,10.4,.533,0.7,2.2,.313,5.9,7.3,.804,2.2,3.6,5.8,2.4,1.1,0.4,2.3,2.4,19.0,,6.65
309,Markieff Morris,Kansas,,109,43,19.3,3.1,5.7,.553,2.8,4.8,.579,0.3,0.9,.404,1.9,2.9,.653,2.0,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,,7.92
310,Marcus Morris,Kansas,,109,90,24.0,4.7,8.4,.555,4.3,7.3,.585,0.4,1.1,.358,2.9,4.3,.660,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,,7.92
311,Kawhi Leonard,San Diego State,,70,69,31.9,5.4,12.0,.449,4.8,9.7,.497,0.6,2.3,.250,2.8,3.7,.744,3.3,6.9,10.2,2.2,1.4,0.6,2.2,2.5,14.1,,5.29
312,Iman Shumpert,Georgia Tech,,92,91,31.3,4.2,10.6,.396,3.0,6.7,.450,1.2,4.0,.305,3.1,4.1,.738,1.1,3.4,4.5,4.2,2.3,0.2,3.0,2.7,12.7,,7.34
313,Chris Singleton,Florida State,,95,91,29.1,3.5,8.4,.419,2.4,5.1,.476,1.1,3.3,.330,2.1,3.5,.592,2.0,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,,7.05
314,Tobias Harris,Tennessee,,34,33,29.2,5.4,11.8,.460,4.8,9.6,.497,0.7,2.2,.303,3.8,5.0,.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,,8.73
315,Nolan Smith,Duke,,143,97,26.9,4.7,10.4,.448,3.5,7.3,.482,1.2,3.2,.368,2.9,3.6,.800,0.8,2.0,2.8,2.8,1.0,0.1,2.0,1.9,13.4,,8.97
316,Kenneth Faried,Morehead State,,136,122,29.1,5.8,10.1,.569,5.7,10.0,.572,0.0,0.1,.250,3.2,5.6,.583,4.4,7.9,12.3,0.9,1.7,1.8,2.2,3.1,14.8,,-4.03
317,Reggie Jackson,Boston College,,99,52,28.0,4.6,9.9,.465,3.4,6.4,.527,1.2,3.5,.351,2.3,3.0,.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7,,7.25
318,MarShon Brooks,Providence,,113,56,25.3,5.2,11.2,.464,3.8,7.0,.543,1.4,4.2,.333,2.6,3.6,.739,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2.0,14.4,,7.44
319,Jordan Hamilton,Lehigh,,93,38,14.8,1.5,3.5,.425,0.9,1.6,.547,0.6,1.9,.324,0.7,1.0,.753,0.5,0.9,1.4,0.5,0.3,0.3,0.7,1.7,4.3,,-6.72
320,JaJuan Johnson,Purdue,,140,119,27.5,5.0,10.1,.501,4.9,9.6,.512,0.1,0.4,.250,3.5,4.7,.743,2.0,4.1,6.1,0.7,0.7,1.9,1.3,1.8,13.7,,7.64
321,Norris Cole,Cleveland State,,140,106,29.4,4.8,11.1,.435,3.8,8.0,.480,1.0,3.1,.321,3.5,4.2,.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,,1.92
322,Cory Joseph,Texas,,36,36,32.4,3.8,8.9,.422,2.3,5.4,.429,1.4,3.5,.413,1.4,2.0,.699,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,,7.96
323,Jimmy Butler,Marquette,,106,69,29.6,3.7,7.2,.508,3.3,6.4,.525,0.3,0.9,.383,4.3,5.6,.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,,8.21
324,Justin Harper,Richmond,,137,96,22.9,3.9,8.1,.483,2.6,4.7,.557,1.3,3.4,.382,1.5,2.1,.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,,2.46
325,Kyle Singler,Duke,,148,147,33.0,5.5,12.7,.433,3.7,7.7,.479,1.8,5.0,.363,3.4,4.3,.773,2.4,4.4,6.9,2.0,1.1,0.7,2.1,2.6,16.2,,8.97
326,Shelvin Mack,Butler,,108,107,31.2,4.8,11.4,.419,2.8,5.8,.480,2.0,5.6,.357,2.6,3.4,.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,,4.05
327,Tyler Honeycutt,UCLA,,59,51,31.7,3.6,8.4,.431,2.5,5.3,.473,1.1,3.1,.359,2.0,2.9,.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,,7.90
328,Jordan Williams,Maryland,,66,64,28.6,5.1,9.7,.528,5.1,9.7,.528,0.0,0.0,,3.0,5.3,.559,3.3,6.9,10.2,0.4,0.7,1.2,1.3,2.6,13.2,,6.85
329,Trey Thompkins,Georgia,,89,81,29.5,6.0,12.8,.469,5.1,10.3,.496,0.9,2.5,.357,2.8,3.8,.729,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,,6.56
330,Chandler Parsons,Florida,,142,81,27.9,3.7,7.8,.477,2.6,4.6,.575,1.1,3.2,.337,1.7,2.8,.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,,5.90
331,Jon Leuer,Wisconsin,,123,68,22.8,4.2,8.7,.482,3.4,6.5,.521,0.8,2.2,.368,2.0,2.7,.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,,8.06
332,Darius Morris,Michigan,,67,53,29.8,3.8,8.0,.469,3.4,6.5,.528,0.3,1.5,.223,2.0,2.9,.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,,10.03
333,Malcolm Lee,UCLA,,94,65,26.7,3.3,7.5,.441,2.6,4.8,.533,0.8,2.7,.278,2.3,3.2,.717,0.8,2.2,3.0,2.0,0.8,0.2,1.7,2.0,9.7,,7.66
334,Charles Jenkins,Hofstra,,128,128,35.9,6.6,14.5,.456,5.2,10.8,.482,1.4,3.7,.382,5.0,6.2,.811,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,,-1.45
