,playerName,playerNameTrue,Pos,GP,TRB,AST,STL,BLK,PTS
90,Sindarius Thornwell,Sindarius Thornwell,SG,73.0,1.9,0.9,0.7,0.3,3.9
91,Monte Morris,Monte Morris,PG,3.0,0.7,2.3,1.0,0.0,3.3
92,Edmond Sumner,Edmond Sumner,PG,1.0,1.0,0.0,0.0,0.0,2.0
93,Kadeem Allen,Kadeem Allen,PG,18.0,0.6,0.7,0.2,0.1,1.1
94,Alec Peters,Alec Peters,PF,20.0,1.9,0.6,0.1,0.1,4.1
95,Nigel Williams-Goss,Nigel Williams-Goss,PG,9.0,0.6,0.6,0.1,0.1,0.4
96,Jabari Bird,Jabari Bird,SG,13.0,1.5,0.6,0.2,0.1,3.0
97,Jaron Blossomgame,Jaron Blossomgame,SF,27.0,3.6,0.5,0.3,0.3,4.2
98,Brandon Ingram,Brandon Ingram,SF,79.0,4.0,2.1,0.6,0.5,9.4
99,Jaylen Brown,Jaylen Brown,SF,78.0,2.8,0.8,0.4,0.2,6.6
100,Kris Dunn,Kris Dunn,PG,78.0,2.1,2.4,1.0,0.5,3.8
101,Buddy Hield,Buddy Hield,SG,82.0,3.3,1.5,0.5,0.1,10.6
102,Jamal Murray,Jamal Murray,SG,82.0,2.6,2.1,0.6,0.3,9.9
103,Marquese Chriss,Marquese Chriss,PF,82.0,4.2,0.7,0.8,0.9,9.2
104,Jakob Pöltl,Jakob Poeltl,C,54.0,3.1,0.2,0.3,0.4,3.1
105,Domantas Sabonis,Domantas Sabonis,PF,81.0,3.6,1.0,0.5,0.4,5.9
106,Taurean Waller-Prince,Taurean Prince,SF,59.0,2.7,0.9,0.7,0.5,5.7
107,Denzel Valentine,Denzel Valentine,SG,57.0,2.6,1.1,0.5,0.1,5.1
108,Wade Baldwin,Wade Baldwin,PG,33.0,1.4,1.8,0.5,0.2,3.2
109,Henry Ellenson,Henry Ellenson,PF,19.0,2.2,0.4,0.1,0.1,3.2
110,Malik Beasley,Malik Beasley,SG,22.0,0.8,0.5,0.3,0.0,3.8
111,Caris LeVert,Caris LeVert,SF,57.0,3.3,1.9,0.9,0.1,8.2
112,DeAndre' Bembry,DeAndre' Bembry,SF,38.0,1.6,0.7,0.2,0.1,2.7
113,Malachi Richardson,Malachi Richardson,SG,22.0,1.0,0.5,0.2,0.0,3.6
114,Brice Johnson,Brice Johnson,PF,3.0,1.0,0.3,0.7,0.3,1.3
115,Pascal Siakam,Pascal Siakam,PF,55.0,3.4,0.3,0.5,0.8,4.2
116,Skal Labissière,Skal Labissière,PF,33.0,4.9,0.8,0.5,0.4,8.8
117,Dejounte Murray,Dejounte Murray,PG,38.0,1.1,1.3,0.2,0.2,3.4
118,Damian Jones,Damian Jones,C,10.0,2.3,0.0,0.1,0.4,1.9
119,Deyonta Davis,Deyonta Davis,C,36.0,1.7,0.1,0.1,0.5,1.6
120,Cheick Diallo,Cheick Diallo,PF,17.0,4.3,0.2,0.2,0.4,5.1
121,Tyler Ulis,Tyler Ulis,PG,61.0,1.6,3.7,0.8,0.1,7.3
122,Malcolm Brogdon,Malcolm Brogdon,SG,75.0,2.8,4.2,1.1,0.2,10.2
123,Chinanu Onuaku,Chinanu Onuaku,C,5.0,2.0,0.6,0.6,0.2,2.8
124,Patrick McCaw,Patrick McCaw,SG,71.0,1.4,1.1,0.5,0.2,4.0
125,Diamond Stone,Diamond Stone,C,7.0,0.9,0.0,0.0,0.1,1.4
126,Stephen Zimmerman,Stephen Zimmerman,C,19.0,1.8,0.2,0.1,0.3,1.2
127,Isaiah Whitehead,Isaiah Whitehead,PG,73.0,2.5,2.6,0.6,0.5,7.4
128,Demetrius Jackson,Demetrius Jackson,PG,5.0,0.8,0.6,0.0,0.0,2.0
129,A.J. Hammons,A.J. Hammons,C,22.0,1.6,0.2,0.0,0.6,2.2
130,Jake Layman,Jake Layman,SF,35.0,0.7,0.3,0.3,0.1,2.2
131,Michael Gbinije,Michael Gbinije,SG,9.0,0.3,0.2,0.0,0.0,0.4
132,Georges Niang,Georges Niang,PF,23.0,0.7,0.2,0.1,0.0,0.9
133,Ben Bentil,Ben Bentil,PF,3.0,0.7,0.0,0.0,0.0,0.0
134,Joel Bolomboy,Joel Bolomboy,PF,12.0,1.4,0.2,0.1,0.2,1.8
135,Kay Felder,Kay Felder,PG,42.0,1.0,1.4,0.4,0.2,4.0
136,Marcus Paige,Marcus Paige,PG,5.0,0.8,0.6,0.0,0.0,2.4
137,Daniel Hamilton,Daniel Hamilton,SG,6.0,0.8,1.3,0.2,0.0,2.0
138,Abdel Nader,Abdel Nader,SF,48.0,1.5,0.5,0.3,0.2,3.0
139,Tyrone Wallace,Tyrone Wallace,PG,30.0,3.5,2.4,0.9,0.4,9.7
140,Karl-Anthony Towns,Karl-Anthony Towns,C,82.0,10.5,2.0,0.7,1.7,18.3
141,D'Angelo Russell,D'Angelo Russell,PG,80.0,3.4,3.3,1.2,0.2,13.2
142,Jahlil Okafor,Jahlil Okafor,C,53.0,7.0,1.2,0.4,1.2,17.5
143,Willie Cauley-Stein,Willie Cauley-Stein,C,66.0,5.3,0.6,0.7,1.0,7.0
144,Stanley Johnson,Stanley Johnson,SF,73.0,4.2,1.6,0.8,0.2,8.1
145,Frank Kaminsky,Frank Kaminsky,C,81.0,4.1,1.2,0.5,0.5,7.5
146,Justise Winslow,Justise Winslow,SF,78.0,5.2,1.5,0.9,0.3,6.4
147,Myles Turner,Myles Turner,C,60.0,5.5,0.7,0.4,1.4,10.3
148,Trey Lyles,Trey Lyles,PF,80.0,3.7,0.7,0.3,0.2,6.1
149,Devin Booker,Devin Booker,SG,76.0,2.5,2.6,0.6,0.3,13.8
150,Cameron Payne,Cameron Payne,PG,57.0,1.5,1.9,0.6,0.1,5.0
151,Kelly Oubre,Kelly Oubre Jr.,SF,63.0,2.1,0.2,0.3,0.1,3.7
152,Terry Rozier,Terry Rozier,PG,39.0,1.6,0.9,0.2,0.0,1.8
153,Rashad Vaughn,Rashad Vaughn,SG,70.0,1.3,0.6,0.4,0.2,3.1
154,Sam Dekker,Sam Dekker,PF,3.0,0.3,0.0,0.3,0.0,0.0
155,Jerian Grant,Jerian Grant,PG,76.0,1.9,2.3,0.7,0.1,5.6
156,Delon Wright,Delon Wright,PG,27.0,1.4,1.1,0.3,0.1,3.8
157,Justin Anderson,Justin Anderson,SF,55.0,2.4,0.5,0.3,0.5,3.8
158,Bobby Portis,Bobby Portis,PF,62.0,5.4,0.8,0.4,0.4,7.0
159,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,SF,29.0,5.3,1.5,1.3,0.6,5.8
160,Tyus Jones,Tyus Jones,PG,37.0,1.3,2.9,0.8,0.1,4.2
161,Jarell Martin,Jarell Martin,PF,27.0,3.2,0.6,0.3,0.3,5.7
162,Larry Nance,Larry Nance Jr.,PF,63.0,5.0,0.7,0.9,0.4,5.5
163,R.J. Hunter,R.J. Hunter,SG,36.0,1.0,0.4,0.4,0.1,2.7
164,Chris McCullough,Chris McCullough,PF,24.0,2.8,0.4,1.2,0.5,4.7
165,Kevon Looney,Kevon Looney,PF,5.0,2.0,0.0,0.0,0.0,1.8
166,Montrezl Harrell,Montrezl Harrell,PF,39.0,1.7,0.4,0.3,0.3,3.6
167,Jordan Mickey,Jordan Mickey,PF,16.0,0.8,0.1,0.0,0.7,1.3
168,Anthony Brown,Anthony Brown,SF,29.0,2.4,0.7,0.5,0.2,4.0
169,Rakeem Christmas,Rakeem Christmas,PF,1.0,1.0,0.0,0.0,0.0,4.0
170,Richaun Holmes,Richaun Holmes,PF,51.0,2.6,0.6,0.4,0.8,5.6
171,Darrun Hilliard,Darrun Hilliard,SG,38.0,1.2,0.7,0.2,0.0,4.0
172,Josh Richardson,Josh Richardson,SG,52.0,2.1,1.4,0.7,0.5,6.6
173,Pat Connaughton,Pat Connaughton,SG,34.0,0.9,0.3,0.1,0.0,1.1
174,Joe Young,Joe Young,PG,41.0,1.2,1.6,0.4,0.0,3.8
175,Andrew Harrison,Andrew Harrison,PG,72.0,1.9,2.8,0.7,0.3,5.9
176,Norman Powell,Norman Powell,SG,49.0,2.3,1.0,0.6,0.2,5.6
177,Dakari Johnson,Dakari Johnson,C,31.0,1.1,0.3,0.2,0.3,1.8
178,Branden Dawson,Branden Dawson,PF,6.0,0.7,0.0,0.0,0.2,0.8
179,Andrew Wiggins,Andrew Wiggins,SF,82.0,4.6,2.1,1.0,0.6,16.9
180,Jabari Parker,Jabari Parker,PF,25.0,5.5,1.7,1.2,0.2,12.3
181,Aaron Gordon,Aaron Gordon,PF,47.0,3.6,0.7,0.4,0.5,5.2
182,Marcus Smart,Marcus Smart,PG,67.0,3.3,3.1,1.5,0.3,7.8
183,Julius Randle,Julius Randle,PF,1.0,0.0,0.0,0.0,0.0,2.0
184,Nik Stauskas,Nik Stauskas,SG,73.0,1.2,0.9,0.3,0.2,4.4
185,Noah Vonleh,Noah Vonleh,PF,25.0,3.4,0.2,0.2,0.4,3.3
186,Elfrid Payton,Elfrid Payton,PG,82.0,4.3,6.5,1.7,0.2,8.9
187,Doug McDermott,Doug McDermott,SF,36.0,1.2,0.2,0.1,0.0,3.0
188,Zach LaVine,Zach LaVine,PG,77.0,2.8,3.6,0.7,0.1,10.1
189,T.J. Warren,T.J. Warren,SF,40.0,2.1,0.6,0.5,0.2,6.1
190,Adreian Payne,Adreian Payne,PF,32.0,5.1,0.9,0.6,0.3,6.7
191,James Young,James Young,SG,31.0,1.4,0.4,0.3,0.1,3.4
192,Tyler Ennis,Tyler Ennis,PG,33.0,1.1,2.2,0.5,0.2,3.7
193,Gary Harris,Gary Harris,SG,55.0,1.2,0.5,0.7,0.1,3.4
194,Mitch McGary,Mitch McGary,PF,32.0,5.2,0.4,0.5,0.5,6.3
195,Jordan Adams,Jordan Adams,SG,30.0,0.9,0.5,0.5,0.2,3.1
196,Rodney Hood,Rodney Hood,SG,50.0,2.3,1.7,0.6,0.2,8.7
197,Shabazz Napier,Shabazz Napier,PG,51.0,2.2,2.5,0.8,0.1,5.1
198,P.J. Hairston,P.J. Hairston,SG,45.0,2.0,0.5,0.5,0.3,5.6
199,C.J. Wilcox,C.J. Wilcox,SG,21.0,0.3,0.4,0.1,0.0,2.0
200,Josh Huestis,Josh Huestis,PF,5.0,2.0,0.0,0.2,0.4,2.8
201,Kyle Anderson,Kyle Anderson,SF,33.0,2.2,0.8,0.5,0.2,2.2
202,K.J. McDaniels,K.J. McDaniels,SG,62.0,3.2,1.2,0.7,1.1,7.9
203,Joe Harris,Joe Harris,SG,51.0,0.8,0.5,0.1,0.0,2.7
204,Cleanthony Early,Cleanthony Early,SF,39.0,2.5,0.9,0.6,0.3,5.4
205,Jarnell Stokes,Jarnell Stokes,PF,19.0,1.8,0.2,0.3,0.3,3.0
206,Johnny O'Bryant,Johnny O'Bryant,PF,34.0,1.9,0.5,0.1,0.1,2.9
207,Spencer Dinwiddie,Spencer Dinwiddie,PG,34.0,1.4,3.1,0.6,0.2,4.3
208,Jerami Grant,Jerami Grant,SF,65.0,3.0,1.2,0.6,1.0,6.3
209,Glenn Robinson,Glenn Robinson III,SG-SF,35.0,1.1,0.3,0.2,0.0,2.1
210,Nick Johnson,Nick Johnson,SG,28.0,1.4,0.4,0.3,0.1,2.6
211,Markel Brown,Markel Brown,SG,47.0,2.3,0.8,0.7,0.3,4.6
212,Dwight Powell,Dwight Powell,PF,29.0,1.7,0.3,0.3,0.2,3.1
213,Jordan Clarkson,Jordan Clarkson,PG,59.0,3.2,3.5,0.9,0.2,11.9
214,Russ Smith,Russ Smith,PG,12.0,0.5,0.7,0.3,0.0,2.5
215,Lamar Patterson,Lamar Patterson,SG,35.0,1.4,1.1,0.3,0.1,2.4
216,Cameron Bairstow,Cameron Bairstow,PF,18.0,0.4,0.1,0.1,0.1,0.6
217,Semaj Christon,Semaj Christon,PG,64.0,1.4,2.0,0.4,0.1,2.9
218,Devyn Marble,Devyn Marble,SG,16.0,1.9,1.1,0.6,0.1,2.3
219,Jordan McRae,Jordan McRae,PG,22.0,0.9,1.1,0.1,0.0,4.5
220,Cory Jefferson,Cory Jefferson,PF,50.0,2.9,0.3,0.2,0.4,3.7
221,Anthony Bennett,Anthony Bennett,PF,52.0,3.0,0.3,0.4,0.2,4.2
222,Victor Oladipo,Victor Oladipo,PG,80.0,4.1,4.1,1.6,0.5,13.8
223,Otto Porter,Otto Porter,SF,37.0,1.5,0.3,0.2,0.0,2.1
224,Cody Zeller,Cody Zeller,C,82.0,4.3,1.1,0.5,0.5,6.0
225,Alex Len,Alex Len,C,42.0,2.4,0.1,0.1,0.4,2.0
226,Nerlens Noel,Nerlens Noel,C,75.0,8.1,1.7,1.8,1.9,9.9
227,Ben McLemore,Ben McLemore,SG,82.0,2.9,1.0,0.5,0.2,8.8
228,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,SG,80.0,2.0,0.7,0.9,0.2,5.9
229,Trey Burke,Trey Burke,PG,70.0,3.0,5.7,0.6,0.1,12.8
230,CJ McCollum,CJ McCollum,SG,38.0,1.3,0.7,0.4,0.1,5.3
231,Michael Carter-Williams,Michael Carter-Williams,PG,70.0,6.2,6.3,1.9,0.6,16.7
232,Steven Adams,Steven Adams,C,81.0,4.1,0.5,0.5,0.7,3.3
233,Kelly Olynyk,Kelly Olynyk,C,70.0,5.2,1.6,0.5,0.4,8.7
234,Shabazz Muhammad,Shabazz Muhammad,SG,37.0,1.4,0.2,0.2,0.0,3.9
235,Shane Larkin,Shane Larkin,PG,48.0,0.9,1.5,0.5,0.0,2.8
236,Tony Snell,Tony Snell,SG,77.0,1.6,0.9,0.4,0.2,4.5
237,Gorgui Dieng,Gorgui Dieng,C,60.0,5.0,0.7,0.5,0.8,4.8
238,Mason Plumlee,Mason Plumlee,C,70.0,4.4,0.9,0.7,0.8,7.4
239,Solomon Hill,Solomon Hill,SF,28.0,1.5,0.4,0.2,0.1,1.7
240,Tim Hardaway,Tim Hardaway Jr.,SG,81.0,1.5,0.8,0.5,0.1,10.2
241,Reggie Bullock,Reggie Bullock,SF,43.0,1.3,0.3,0.2,0.0,2.7
242,Andre Roberson,Andre Roberson,SG,40.0,2.4,0.4,0.5,0.3,1.9
243,Archie Goodwin,Archie Goodwin,SG,52.0,1.7,0.4,0.4,0.2,3.7
244,Allen Crabbe,Allen Crabbe,SG,15.0,0.6,0.4,0.1,0.1,2.2
245,Carrick Felix,Carrick Felix,SG,7.0,0.9,0.6,0.0,0.0,2.7
246,Isaiah Canaan,Isaiah Canaan,PG,22.0,1.1,1.0,0.4,0.2,4.6
247,Glen Rice,Glen Rice Jr.,SG,11.0,1.8,0.6,0.5,0.1,2.9
248,Ray McCallum,Ray McCallum,PG,45.0,1.8,2.7,0.5,0.2,6.2
249,Tony Mitchell,Tony Mitchell,PF,21.0,1.2,0.1,0.3,0.1,1.0
250,Nate Wolters,Nate Wolters,PG,58.0,2.6,3.2,0.6,0.3,7.2
251,Jeff Withey,Jeff Withey,C,58.0,2.6,0.4,0.3,0.9,3.3
252,Grant Jerrett,Grant Jerrett,PF,8.0,1.1,0.4,0.3,0.3,2.0
253,Jamaal Franklin,Jamaal Franklin,SG,21.0,1.1,0.3,0.2,0.1,1.9
254,Pierre Jackson,Pierre Jackson,PG,8.0,1.1,2.4,0.3,0.0,4.4
255,Ricky Ledo,Ricky Ledo,SG,11.0,0.2,0.2,0.1,0.0,1.7
256,Mike Muscala,Mike Muscala,PF,20.0,2.6,0.4,0.2,0.5,3.8
257,Erick Green,Erick Green,PG,43.0,0.7,0.9,0.3,0.0,3.4
258,Ryan Kelly,Ryan Kelly,PF,59.0,3.7,1.6,0.5,0.8,8.0
259,Erik Murphy,Erik Murphy,C,24.0,0.3,0.1,0.0,0.2,0.3
260,James Ennis,James Ennis,SF,62.0,2.8,0.8,0.4,0.3,5.0
261,Lorenzo Brown,Lorenzo Brown,PG,26.0,1.1,1.6,0.5,0.1,2.5
262,Peyton Siva,Peyton Siva,SG,24.0,0.6,1.4,0.4,0.0,2.3
263,Anthony Davis,Anthony Davis,PF,64.0,8.2,1.0,1.2,1.8,13.5
264,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,78.0,5.8,1.5,0.7,0.9,9.0
265,Bradley Beal,Bradley Beal,SG,56.0,3.8,2.4,0.9,0.5,13.9
266,Dion Waiters,Dion Waiters,SG,61.0,2.4,3.0,1.0,0.3,14.7
267,Thomas Robinson,Thomas Robinson,PF,70.0,4.5,0.7,0.6,0.4,4.8
268,Damian Lillard,Damian Lillard,PG,82.0,3.1,6.5,0.9,0.2,19.0
269,Harrison Barnes,Harrison Barnes,SF,81.0,4.1,1.2,0.6,0.2,9.2
270,Terrence Ross,Terrence Ross,SG,73.0,2.0,0.7,0.6,0.2,6.4
271,Andre Drummond,Andre Drummond,C,60.0,7.6,0.5,1.0,1.6,7.9
272,Austin Rivers,Austin Rivers,SG,61.0,1.8,2.1,0.4,0.1,6.2
273,Meyers Leonard,Meyers Leonard,C,69.0,3.7,0.5,0.2,0.6,5.5
274,Jeremy Lamb,Jeremy Lamb,SF,23.0,0.8,0.2,0.1,0.1,3.1
275,Kendall Marshall,Kendall Marshall,PG,48.0,0.9,3.0,0.5,0.1,3.0
276,John Henson,John Henson,PF,63.0,4.7,0.5,0.3,0.7,6.0
277,Maurice Harkless,Maurice Harkless,SF,76.0,4.4,0.7,1.2,0.8,8.2
278,Royce White,Royce White,PF,3.0,0.0,0.0,0.0,0.0,0.0
279,Tyler Zeller,Tyler Zeller,C,77.0,5.7,1.2,0.5,0.9,7.9
280,Terrence Jones,Terrence Jones,PF,19.0,3.4,0.8,0.6,1.0,5.5
281,Andrew Nicholson,Andrew Nicholson,PF,75.0,3.4,0.6,0.3,0.4,7.8
282,Jared Sullinger,Jared Sullinger,PF,45.0,5.9,0.8,0.5,0.5,6.0
283,Fab Melo,Fab Melo,C,6.0,0.5,0.0,0.3,0.3,1.2
284,John Jenkins,John Jenkins,SG,61.0,1.5,0.9,0.2,0.2,6.1
285,Jared Cunningham,Jared Cunningham,SG,8.0,0.4,0.1,0.1,0.0,2.0
286,Tony Wroten,Tony Wroten,SG,35.0,0.8,1.2,0.2,0.1,2.6
287,Miles Plumlee,Miles Plumlee,C,14.0,1.6,0.1,0.0,0.2,0.9
288,Arnett Moultrie,Arnett Moultrie,PF,47.0,3.1,0.2,0.4,0.2,3.7
289,Perry Jones,Perry Jones,SF,38.0,1.6,0.3,0.1,0.2,2.3
290,Marquis Teague,Marquis Teague,PG,48.0,0.9,1.3,0.2,0.1,2.1
291,Festus Ezeli,Festus Ezeli,C,78.0,4.0,0.3,0.3,0.9,2.4
292,Jeffery Taylor,Jeff Taylor,SF,77.0,1.9,0.8,0.6,0.2,6.1
293,Bernard James,Bernard James,C,46.0,2.8,0.1,0.3,0.8,2.8
294,Jae Crowder,Jae Crowder,SF,78.0,2.4,1.2,0.8,0.2,5.0
295,Draymond Green,Draymond Green,SF,79.0,3.3,0.7,0.5,0.3,2.9
296,Orlando Johnson,Orlando Johnson,SG,51.0,2.2,0.9,0.2,0.2,4.0
297,Quincy Acy,Quincy Acy,PF,29.0,2.7,0.4,0.4,0.5,4.0
298,Quincy Miller,Quincy Miller,PF,7.0,0.3,0.4,0.1,0.0,1.3
299,Khris Middleton,Khris Middleton,SG,27.0,1.9,1.0,0.6,0.1,6.1
300,Will Barton,Will Barton,SG,73.0,2.0,0.8,0.5,0.1,4.0
301,Tyshawn Taylor,Tyshawn Taylor,PG,38.0,0.5,0.6,0.3,0.0,2.2
302,Doron Lamb,Doron Lamb,SG,47.0,1.0,0.7,0.3,0.0,3.3
303,Mike Scott,Mike Scott,PF,40.0,2.8,0.3,0.1,0.1,4.6
304,Kim English,Kim English,SG,41.0,0.9,0.6,0.4,0.1,2.9
305,Justin Hamilton,Justin Hamilton,C,8.0,0.9,0.0,0.6,0.0,3.3
306,Darius Miller,Darius Miller,SF,52.0,1.5,0.8,0.3,0.2,2.3
307,Kevin Murphy,Kevin Murphy,SG,17.0,0.2,0.1,0.1,0.0,0.9
308,Kyle O'Quinn,Kyle O'Quinn,C,57.0,3.7,0.9,0.2,0.5,4.1
309,Kris Joseph,Kris Joseph,SF,10.0,0.7,0.1,0.3,0.0,0.9
310,Darius Johnson-Odom,Darius Johnson-Odom,SG,4.0,1.0,0.3,0.0,0.0,0.0
311,Robbie Hummel,Robbie Hummel,SF,53.0,2.5,0.4,0.3,0.0,3.4
312,Robert Sacre,Robert Sacre,C,32.0,1.1,0.2,0.0,0.3,1.3
313,Kyrie Irving,Kyrie Irving,PG,51.0,3.7,5.4,1.1,0.4,18.5
314,Derrick Williams,Derrick Williams,PF,66.0,4.7,0.6,0.5,0.5,8.8
315,Tristan Thompson,Tristan Thompson,PF,60.0,6.5,0.5,0.5,1.0,8.2
316,Brandon Knight,Brandon Knight,PG,66.0,3.2,3.8,0.7,0.2,12.8
317,Kemba Walker,Kemba Walker,PG,66.0,3.5,4.4,0.9,0.3,12.1
318,Jimmer Fredette,Jimmer Fredette,PG,61.0,1.2,1.8,0.5,0.0,7.6
319,Klay Thompson,Klay Thompson,SG,66.0,2.4,2.0,0.7,0.3,12.5
320,Alec Burks,Alec Burks,SG,59.0,2.2,0.9,0.5,0.1,7.2
321,Markieff Morris,Markieff Morris,PF,63.0,4.4,1.0,0.7,0.7,7.4
322,Marcus Morris,Marcus Morris,PF,17.0,0.9,0.2,0.1,0.1,2.4
323,Kawhi Leonard,Kawhi Leonard,SF,64.0,5.1,1.1,1.3,0.4,7.9
324,Nikola Vučević,Nikola Vučević,C,51.0,4.8,0.6,0.4,0.7,5.5
325,Iman Shumpert,Iman Shumpert,PG,59.0,3.2,2.8,1.7,0.1,9.5
326,Chris Singleton,Chris Singleton,SF,66.0,3.5,0.7,1.1,0.5,4.6
327,Tobias Harris,Tobias Harris,SF,42.0,2.4,0.5,0.3,0.2,5.0
328,Nolan Smith,Nolan Smith,PG,44.0,1.3,1.4,0.4,0.1,3.8
329,Kenneth Faried,Kenneth Faried,PF,46.0,7.7,0.8,0.7,1.0,10.2
330,Reggie Jackson,Reggie Jackson,PG,45.0,1.2,1.6,0.6,0.0,3.1
331,MarShon Brooks,MarShon Brooks,SG,56.0,3.6,2.3,0.9,0.3,12.6
332,Jordan Hamilton,Jordan Hamilton,SF,26.0,2.4,0.8,0.2,0.1,4.4
333,JaJuan Johnson,JaJuan Johnson,PF,36.0,1.6,0.2,0.1,0.4,3.2
334,Norris Cole,Norris Cole,PG,65.0,1.4,2.0,0.7,0.0,6.8
335,Cory Joseph,Cory Joseph,PG,29.0,0.9,1.2,0.2,0.1,2.0
336,Jimmy Butler,Jimmy Butler,SG,42.0,1.3,0.3,0.3,0.1,2.6
337,Justin Harper,Justin Harper,PF,14.0,0.9,0.1,0.1,0.2,1.4
338,Kyle Singler,Kyle Singler,SF,82.0,4.0,0.9,0.7,0.5,8.8
339,Shelvin Mack,Shelvin Mack,PG,64.0,1.4,2.0,0.4,0.0,3.6
340,Tyler Honeycutt,Tyler Honeycutt,SF,15.0,0.9,0.5,0.3,0.2,1.3
341,Jordan Williams,Jordan Williams,C,43.0,3.6,0.3,0.5,0.3,4.6
342,Trey Thompkins,Trey Thompkins,C,24.0,1.0,0.1,0.1,0.1,2.4
343,Chandler Parsons,Chandler Parsons,SF,63.0,4.8,2.1,1.2,0.5,9.5
344,Jon Leuer,Jon Leuer,PF,46.0,2.6,0.5,0.3,0.4,4.7
345,Darius Morris,Darius Morris,PG,19.0,0.8,1.1,0.1,0.0,2.4
346,Malcolm Lee,Malcolm Lee,SG,19.0,1.4,1.6,0.4,0.2,3.3
347,Charles Jenkins,Charles Jenkins,PG,51.0,1.3,3.3,0.6,0.1,5.8
348,Josh Harrellson,Josh Harrellson,PF,37.0,3.9,0.3,0.6,0.5,4.4
349,Andrew Goudelock,Andrew Goudelock,SG,40.0,0.8,0.5,0.1,0.0,4.4
350,Travis Leslie,Travis Leslie,SG,10.0,0.9,0.5,0.2,0.2,1.4
351,Keith Benson,Keith Benson,C,3.0,1.0,0.0,0.0,0.0,0.0
352,Josh Selby,Josh Selby,PG,28.0,0.5,1.1,0.3,0.0,2.3
353,Lavoy Allen,Lavoy Allen,PF,41.0,4.2,0.8,0.3,0.4,4.1
354,Vernon Macklin,Vernon Macklin,C,23.0,1.5,0.2,0.2,0.2,2.0
355,DeAndre Liggins,DeAndre Liggins,SF,17.0,0.9,0.3,0.4,0.0,1.9
356,E'Twaun Moore,E'Twaun Moore,PG,38.0,0.9,0.9,0.3,0.1,2.9
357,Isaiah Thomas,Isaiah Thomas,PG,65.0,2.6,4.1,0.8,0.1,11.5
358,John Wall,John Wall,PG,69.0,4.6,8.3,1.8,0.5,16.4
359,Evan Turner,Evan Turner,SG,78.0,3.9,2.0,0.6,0.2,7.2
360,Derrick Favors,Derrick Favors,PF,78.0,5.3,0.5,0.4,0.9,6.8
361,Wesley Johnson,Wesley Johnson,SG,79.0,3.0,1.9,0.7,0.7,9.0
362,DeMarcus Cousins,DeMarcus Cousins,C,81.0,8.6,2.5,1.0,0.8,14.1
363,Ekpe Udoh,Ekpe Udoh,C,58.0,3.1,0.7,0.4,1.5,4.1
364,Greg Monroe,Greg Monroe,C,80.0,7.5,1.3,1.2,0.6,9.4
365,Al-Farouq Aminu,Al-Farouq Aminu,SF,81.0,3.3,0.7,0.7,0.3,5.6
366,Gordon Hayward,Gordon Hayward,SF,72.0,1.9,1.1,0.4,0.3,5.4
367,Paul George,Paul George,SG,61.0,3.7,1.1,1.0,0.4,7.8
368,Cole Aldrich,Cole Aldrich,C,18.0,1.9,0.2,0.3,0.4,1.0
369,Xavier Henry,Xavier Henry,SG,38.0,1.0,0.5,0.3,0.1,4.3
370,Ed Davis,Ed Davis,PF,65.0,7.1,0.6,0.6,1.0,7.7
371,Patrick Patterson,Patrick Patterson,PF,52.0,3.8,0.8,0.3,0.7,6.3
372,Larry Sanders,Larry Sanders,C,60.0,3.0,0.3,0.4,1.2,4.3
373,Luke Babbitt,Luke Babbitt,SF,24.0,1.3,0.3,0.1,0.1,1.5
374,Eric Bledsoe,Eric Bledsoe,PG,81.0,2.8,3.6,1.1,0.3,6.7
375,Avery Bradley,Avery Bradley,PG,31.0,0.5,0.4,0.3,0.0,1.7
376,James Anderson,James Anderson,SF,26.0,0.9,0.7,0.1,0.2,3.6
377,Craig Brackins,Craig Brackins,PF,3.0,1.3,0.3,0.3,0.0,2.7
378,Elliot Williams,Elliot Williams,SG,24.0,0.8,0.3,0.3,0.1,3.7
379,Trevor Booker,Trevor Booker,PF,65.0,3.9,0.5,0.4,0.6,5.3
380,Damion James,Damion James,SF,25.0,3.4,0.8,0.6,0.5,4.4
381,Dominique Jones,Dominique Jones,SG,18.0,1.4,1.1,0.3,0.2,2.3
382,Quincy Pondexter,Quincy Pondexter,SF,66.0,1.3,0.4,0.3,0.2,2.8
383,Jordan Crawford,Jordan Crawford,SG,42.0,2.5,2.8,0.9,0.1,11.7
384,Greivis Vásquez,Greivis Vásquez,SG,70.0,1.0,2.2,0.3,0.1,3.6
385,Daniel Orton,Daniel Orton,PF,16.0,2.4,0.3,0.5,0.6,2.8
386,Lazar Hayward,Lazar Hayward,SF,42.0,1.7,0.7,0.3,0.2,3.8
387,Dexter Pittman,Dexter Pittman,C,2.0,1.5,0.0,0.0,0.0,1.0
388,Hassan Whiteside,Hassan Whiteside,C,1.0,0.0,0.0,0.0,0.0,0.0
389,Armon Johnson,Armon Johnson,PG,38.0,0.9,1.2,0.1,0.0,2.9
390,Darington Hobson,Darington Hobson,SG,5.0,0.6,1.2,0.0,0.0,0.8
391,Andy Rautins,Andy Rautins,SG,5.0,0.2,0.6,0.2,0.0,1.6
